Sales Date,GDP,Inflation Rate,Seasonal Factor
01/05/2022,23341.57,2.5,0.98
19/02/2020,17056.32,2.52,1.13
25/12/2018,22566.06,1.48,1
16/03/2022,22997.91,2.44,0.9
24/07/2020,24615.69,1.4,0.94
10/09/2022,24997.07,1.34,1.06
29/11/2022,15453.69,4.39,0.87
20/09/2018,15611.81,4.21,1.15
01/02/2020,16724.2,4.75,1.19
18/01/2020,17040.77,2.61,0.95
27/06/2021,15284.97,2.88,1.09
14/04/2020,16001.15,2.39,0.89
16/05/2018,23561.4,3.15,0.85
30/09/2019,18228.76,3.16,1.18
05/09/2020,17193.11,1.52,1.18
12/09/2021,23869.18,1.42,0.89
04/02/2022,22598.94,1.53,0.97
01/04/2021,21318.8,4.18,1.19
20/10/2018,18967.64,1.05,0.99
20/01/2019,24926.99,2.81,0.91
30/08/2018,24966.86,1.75,0.94
01/05/2022,22632.69,2.05,1.11
08/08/2021,17271.25,2.83,0.84
16/09/2018,24662.93,4.89,0.87
04/02/2019,16986.77,3.98,1.01
26/02/2021,21936.95,4.99,0.87
25/07/2018,20408.22,4.82,0.97
25/07/2019,18897.72,3.09,0.97
16/08/2020,15748.7,3.83,1.07
11/02/2022,22551.7,1.56,0.99
15/04/2022,18910,1.77,1.13
09/04/2019,22259.79,3.34,1.07
27/06/2020,21367.57,3.08,1.01
21/04/2019,16536.77,4.52,1.1
28/11/2022,23379.77,2.02,1.05
13/04/2021,17246.33,1.41,1.2
10/05/2019,15566.53,1.42,1.11
31/05/2019,24830.87,1.33,0.84
13/05/2019,16039.65,4.12,1.08
27/05/2021,21016.62,3.36,1.12
24/03/2021,20801.22,3.84,1.04
11/01/2022,20733.45,3.09,1.18
02/10/2021,21305.21,2.32,0.92
01/07/2022,23183.68,2.38,1.19
21/07/2019,21991.04,3.54,1.11
05/03/2019,22533.19,4.12,0.87
21/10/2022,23286.83,1.41,1.09
03/10/2019,17021.49,4.42,0.99
09/07/2022,18227.6,1.45,1.03
05/12/2021,21184.71,1.3,0.84
12/10/2022,18967.57,4.69,0.84
10/06/2021,19425.36,1.16,1.02
23/02/2018,23751.36,2.76,1.12
26/01/2018,23379.31,2.66,1.02
24/04/2020,22467.93,3.83,1.19
02/06/2020,20403.69,1.31,1.08
28/10/2022,24810.11,4.14,1
01/01/2021,22175.65,3.58,1.02
10/08/2020,21188.06,2.99,0.97
15/02/2018,19766.26,3.83,0.83
14/05/2018,22136.12,2.96,1.08
22/03/2020,18305.33,3.28,1.15
23/10/2018,24708.89,1.21,1.1
06/05/2022,22325.56,2,1.04
08/09/2022,18317.9,1.38,0.96
07/07/2022,23472.66,1.73,0.92
19/12/2021,16845.66,2.61,0.89
27/11/2019,23793.01,1.24,1.02
15/07/2018,18268.6,2.23,1.12
26/10/2022,16817.87,1.87,0.94
13/05/2021,20073.29,4.26,0.98
05/01/2021,16077.75,3.73,1.04
24/07/2018,24378.18,4.71,1.02
25/05/2022,17462.22,1.57,1.18
21/01/2019,23109.07,4.64,1.08
03/10/2022,22569.23,3.57,0.91
06/07/2020,19351.39,1.33,0.81
21/10/2019,19976.15,4.15,0.91
16/12/2020,23920.93,3.99,1.03
05/08/2021,24667.68,2.54,0.94
18/04/2018,21811.33,1.18,0.89
16/01/2019,19952.75,3.28,1.05
21/02/2020,15047.39,1.96,1.13
29/12/2018,15447.57,1.57,0.9
12/12/2022,24402.73,3.61,1.17
14/11/2021,17780.87,4.6,1.13
04/06/2019,21960.02,2.8,1.07
25/05/2018,15665,3.15,0.87
26/10/2021,20362.6,2.14,1.03
08/04/2022,20547.5,2.99,0.85
18/08/2020,23330.95,1.74,1.11
11/05/2019,19420.24,4.08,1.07
20/04/2022,20688.01,4.79,0.94
26/12/2018,18800.34,4.79,1
12/01/2019,23713.37,1.28,0.9
13/08/2019,16113.66,1.26,1.01
20/06/2021,15384.3,4.61,1.07
20/02/2020,23570.03,4.05,0.81
