DateKey,Date,Day,WeekNr,Month,MonthShort,MonthNo,Quarter,Year
20210623,2021-06-23,Wednesday,26,June,Jun,6,2,2021
20210624,2021-06-24,Thursday,26,June,Jun,6,2,2021
20210625,2021-06-25,Friday,26,June,Jun,6,2,2021
20210626,2021-06-26,Saturday,26,June,Jun,6,2,2021
20210627,2021-06-27,Sunday,27,June,Jun,6,2,2021
20210628,2021-06-28,Monday,27,June,Jun,6,2,2021
20210629,2021-06-29,Tuesday,27,June,Jun,6,2,2021
20210630,2021-06-30,Wednesday,27,June,Jun,6,2,2021
20210701,2021-07-01,Thursday,27,July,Jul,7,3,2021
20210702,2021-07-02,Friday,27,July,Jul,7,3,2021
20210703,2021-07-03,Saturday,27,July,Jul,7,3,2021
20210704,2021-07-04,Sunday,28,July,Jul,7,3,2021
20210705,2021-07-05,Monday,28,July,Jul,7,3,2021
20210706,2021-07-06,Tuesday,28,July,Jul,7,3,2021
20210707,2021-07-07,Wednesday,28,July,Jul,7,3,2021
20210708,2021-07-08,Thursday,28,July,Jul,7,3,2021
20210709,2021-07-09,Friday,28,July,Jul,7,3,2021
20210710,2021-07-10,Saturday,28,July,Jul,7,3,2021
20210711,2021-07-11,Sunday,29,July,Jul,7,3,2021
20210712,2021-07-12,Monday,29,July,Jul,7,3,2021
20210713,2021-07-13,Tuesday,29,July,Jul,7,3,2021
20210714,2021-07-14,Wednesday,29,July,Jul,7,3,2021
20210715,2021-07-15,Thursday,29,July,Jul,7,3,2021
20210716,2021-07-16,Friday,29,July,Jul,7,3,2021
20210717,2021-07-17,Saturday,29,July,Jul,7,3,2021
20210718,2021-07-18,Sunday,30,July,Jul,7,3,2021
20210719,2021-07-19,Monday,30,July,Jul,7,3,2021
20210720,2021-07-20,Tuesday,30,July,Jul,7,3,2021
20210721,2021-07-21,Wednesday,30,July,Jul,7,3,2021
20210722,2021-07-22,Thursday,30,July,Jul,7,3,2021
20210723,2021-07-23,Friday,30,July,Jul,7,3,2021
20210724,2021-07-24,Saturday,30,July,Jul,7,3,2021
20210725,2021-07-25,Sunday,31,July,Jul,7,3,2021
20210726,2021-07-26,Monday,31,July,Jul,7,3,2021
20210727,2021-07-27,Tuesday,31,July,Jul,7,3,2021
20210728,2021-07-28,Wednesday,31,July,Jul,7,3,2021
20210729,2021-07-29,Thursday,31,July,Jul,7,3,2021
20210730,2021-07-30,Friday,31,July,Jul,7,3,2021
20210731,2021-07-31,Saturday,31,July,Jul,7,3,2021
20210801,2021-08-01,Sunday,32,August,Aug,8,3,2021
20210802,2021-08-02,Monday,32,August,Aug,8,3,2021
20210803,2021-08-03,Tuesday,32,August,Aug,8,3,2021
20210804,2021-08-04,Wednesday,32,August,Aug,8,3,2021
20210805,2021-08-05,Thursday,32,August,Aug,8,3,2021
20210806,2021-08-06,Friday,32,August,Aug,8,3,2021
20210807,2021-08-07,Saturday,32,August,Aug,8,3,2021
20210808,2021-08-08,Sunday,33,August,Aug,8,3,2021
20210809,2021-08-09,Monday,33,August,Aug,8,3,2021
20210810,2021-08-10,Tuesday,33,August,Aug,8,3,2021
20210811,2021-08-11,Wednesday,33,August,Aug,8,3,2021
20210812,2021-08-12,Thursday,33,August,Aug,8,3,2021
20210813,2021-08-13,Friday,33,August,Aug,8,3,2021
20210814,2021-08-14,Saturday,33,August,Aug,8,3,2021
20210815,2021-08-15,Sunday,34,August,Aug,8,3,2021
20210816,2021-08-16,Monday,34,August,Aug,8,3,2021
20210817,2021-08-17,Tuesday,34,August,Aug,8,3,2021
20210818,2021-08-18,Wednesday,34,August,Aug,8,3,2021
20210819,2021-08-19,Thursday,34,August,Aug,8,3,2021
20210820,2021-08-20,Friday,34,August,Aug,8,3,2021
20210821,2021-08-21,Saturday,34,August,Aug,8,3,2021
20210822,2021-08-22,Sunday,35,August,Aug,8,3,2021
20210823,2021-08-23,Monday,35,August,Aug,8,3,2021
20210824,2021-08-24,Tuesday,35,August,Aug,8,3,2021
20210825,2021-08-25,Wednesday,35,August,Aug,8,3,2021
20210826,2021-08-26,Thursday,35,August,Aug,8,3,2021
20210827,2021-08-27,Friday,35,August,Aug,8,3,2021
20210828,2021-08-28,Saturday,35,August,Aug,8,3,2021
20210829,2021-08-29,Sunday,36,August,Aug,8,3,2021
20210830,2021-08-30,Monday,36,August,Aug,8,3,2021
20210831,2021-08-31,Tuesday,36,August,Aug,8,3,2021
20210901,2021-09-01,Wednesday,36,September,Sep,9,3,2021
20210902,2021-09-02,Thursday,36,September,Sep,9,3,2021
20210903,2021-09-03,Friday,36,September,Sep,9,3,2021
20210904,2021-09-04,Saturday,36,September,Sep,9,3,2021
20210905,2021-09-05,Sunday,37,September,Sep,9,3,2021
20210906,2021-09-06,Monday,37,September,Sep,9,3,2021
20210907,2021-09-07,Tuesday,37,September,Sep,9,3,2021
20210908,2021-09-08,Wednesday,37,September,Sep,9,3,2021
20210909,2021-09-09,Thursday,37,September,Sep,9,3,2021
20210910,2021-09-10,Friday,37,September,Sep,9,3,2021
20210911,2021-09-11,Saturday,37,September,Sep,9,3,2021
20210912,2021-09-12,Sunday,38,September,Sep,9,3,2021
20210913,2021-09-13,Monday,38,September,Sep,9,3,2021
20210914,2021-09-14,Tuesday,38,September,Sep,9,3,2021
20210915,2021-09-15,Wednesday,38,September,Sep,9,3,2021
20210916,2021-09-16,Thursday,38,September,Sep,9,3,2021
20210917,2021-09-17,Friday,38,September,Sep,9,3,2021
20210918,2021-09-18,Saturday,38,September,Sep,9,3,2021
20210919,2021-09-19,Sunday,39,September,Sep,9,3,2021
20210920,2021-09-20,Monday,39,September,Sep,9,3,2021
20210921,2021-09-21,Tuesday,39,September,Sep,9,3,2021
20210922,2021-09-22,Wednesday,39,September,Sep,9,3,2021
20210923,2021-09-23,Thursday,39,September,Sep,9,3,2021
20210924,2021-09-24,Friday,39,September,Sep,9,3,2021
20210925,2021-09-25,Saturday,39,September,Sep,9,3,2021
20210926,2021-09-26,Sunday,40,September,Sep,9,3,2021
