Customer_ID,gender,Partner,Dependents,Senior_Citizen,Call_Duration,Data_Usage,Plan_Type,Plan_Level,Monthly_Bill_Amount,Tenure_Months,Multiple_Lines,Tech_Support,Churn
NSat5655,Female,Yes,No,0,262,7.85,Postpaid,Basic,288,2,No,No,1
NSat5656,Female,Yes,No,0,159,7.36,Postpaid,Basic,201,2,No,No,1
NSat5657,Male,Yes,No,1,165,8.83,Postpaid,Basic,220,5,No,No,1
NSat5658,Female,Yes,Yes,0,124,3.14,Postpaid,Basic,92,10,Yes,No,1
NSat5659,Female,No,No,0,41,6,Postpaid,Basic,88,3,No,Yes,1
NSat5660,Male,Yes,No,0,384,3.78,Postpaid,Premium,284.3,34,Yes,Yes,0
NSat5661,Male,No,No,0,199,8.77,Prepaid,Premium,126,50,Yes,Yes,0
NSat5662,Female,No,No,0,196,2.48,Prepaid,Premium,126,25,Yes,Yes,0
NSat5663,Female,No,No,0,64,1.64,Prepaid,Premium,126,22,Yes,Yes,0
NSat5664,Female,No,No,0,321,4.74,Postpaid,Basic,304,3,No,No,1
NSat5665,Male,No,No,0,475,6.09,Postpaid,Premium,350.45,40,Yes,Yes,0
NSat5666,Male,Yes,No,0,350,1.71,Postpaid,Basic,92,6,Yes,No,1
NSat5667,Female,Yes,Yes,0,53,8.39,Postpaid,Basic,92,2,Yes,No,1
NSat5668,Female,Yes,Yes,1,52,1.19,Postpaid,Premium,72.15,32,Yes,Yes,0
NSat5669,Male,Yes,No,0,374,7.64,Postpaid,Premium,297.6,36,Yes,Yes,0
NSat5670,Male,No,No,0,53,5.62,Postpaid,Basic,92,14,Yes,No,1
NSat5671,Female,Yes,Yes,0,28,4.12,Postpaid,Basic,92,7,Yes,No,1
NSat5672,Female,No,No,0,466,5.61,Postpaid,Premium,342.65,48,Yes,Yes,0
NSat5673,Female,Yes,No,0,228,1.59,Postpaid,Basic,92,1,Yes,No,1
NSat5674,Male,No,No,0,303,3.24,Postpaid,Premium,233,51,Yes,Yes,0
NSat5675,Female,No,No,0,277,9.12,Postpaid,Premium,246.8,22,Yes,Yes,0
NSat5676,Female,No,No,0,177,6.99,Postpaid,Premium,176.15,40,Yes,Yes,0
NSat5677,Male,No,No,0,89,3.74,Postpaid,Basic,88,2,No,Yes,1
NSat5678,Female,No,No,0,116,2.51,Postpaid,Premium,117.15,43,Yes,Yes,0
NSat5679,Male,Yes,Yes,0,141,6.11,Postpaid,Premium,150.15,9,Yes,Yes,0
NSat5680,Male,No,No,0,39,4.77,Postpaid,Basic,79,13,No,No,1
NSat5681,Male,Yes,No,0,257,2.66,Prepaid,Premium,126,29,Yes,Yes,0
NSat5682,Male,Yes,No,1,258,4.96,Postpaid,Basic,92,12,Yes,No,1
NSat5683,Male,No,No,0,93,5.53,Postpaid,Basic,130,1,No,No,0
NSat5684,Male,Yes,No,0,343,6.33,Prepaid,Premium,126,26,Yes,Yes,0
NSat5685,Male,No,No,0,75,8.15,Postpaid,Basic,92,12,Yes,No,0
NSat5686,Male,Yes,No,0,209,9.7,Postpaid,Basic,88,11,No,Yes,0
NSat5687,Female,No,No,0,342,6.26,Postpaid,Basic,92,8,Yes,No,0
NSat5688,Male,Yes,Yes,0,47,3.53,Postpaid,Basic,88,13,No,Yes,0
NSat5689,Female,No,No,0,259,8.2,Prepaid,Premium,126,44,Yes,Yes,0
NSat5690,Female,No,No,1,343,3.36,Postpaid,Basic,308,13,No,No,0
NSat5691,Female,No,No,0,356,8.14,Postpaid,Basic,366,7,No,No,0
NSat5692,Female,Yes,No,0,364,8.2,Prepaid,Premium,126,32,Yes,Yes,0
NSat5693,Female,Yes,Yes,0,432,5.24,Prepaid,Premium,126,10,Yes,Yes,0
NSat5694,Female,No,No,0,429,2.02,Prepaid,Premium,126,9,Yes,Yes,0
NSat5695,Female,Yes,Yes,0,351,5.47,Postpaid,Basic,100,2,Yes,Yes,0
NSat5696,Female,Yes,Yes,0,52,7.44,Prepaid,Premium,126,29,Yes,Yes,0
NSat5697,Female,Yes,No,0,204,7.46,Postpaid,Basic,88,5,No,Yes,0
NSat5698,Female,Yes,Yes,0,427,2.58,Postpaid,Premium,304.1,27,Yes,Yes,0
NSat5699,Female,No,No,0,95,5.89,Postpaid,Basic,92,1,Yes,No,0
NSat5700,Female,Yes,No,0,191,2.11,Prepaid,Premium,126,58,Yes,Yes,0
NSat5701,Male,No,Yes,0,386,1.24,Postpaid,Premium,272.8,46,Yes,Yes,0
NSat5702,Female,Yes,Yes,0,426,9.96,Postpaid,Premium,340.4,51,Yes,Yes,0
NSat5703,Female,No,No,1,342,3.28,Postpaid,Basic,92,11,Yes,No,0
NSat5704,Male,No,Yes,0,188,2.34,Prepaid,Premium,126,8,Yes,Yes,0
NSat5705,Female,Yes,Yes,0,388,8.83,Postpaid,Basic,92,14,Yes,No,0
NSat5706,Female,Yes,Yes,0,303,6.53,Postpaid,Basic,100,14,Yes,Yes,0
NSat5707,Male,No,No,0,394,3.33,Postpaid,Basic,100,14,Yes,Yes,0
NSat5708,Male,Yes,Yes,0,38,7.32,Postpaid,Basic,104,11,No,No,0
NSat5709,Male,No,No,0,255,7.82,Prepaid,Premium,126,20,Yes,Yes,0
NSat5710,Male,No,No,0,178,9.05,Postpaid,Basic,92,13,Yes,No,0
NSat5711,Male,Yes,Yes,0,248,8.92,Postpaid,Basic,288,6,No,No,0
NSat5712,Female,Yes,Yes,0,62,9.33,Postpaid,Basic,100,6,Yes,Yes,0
NSat5713,Male,No,No,0,183,8.79,Postpaid,Basic,88,3,No,Yes,0
NSat5714,Male,Yes,No,1,136,1.56,Prepaid,Premium,126,9,Yes,Yes,0
NSat5715,Male,Yes,Yes,0,234,2.06,Postpaid,Basic,208,5,No,No,0
NSat5716,Male,No,No,1,334,7.75,Prepaid,Premium,126,15,Yes,Yes,0
NSat5717,Female,Yes,No,0,121,5.57,Postpaid,Premium,135.45,45,Yes,Yes,0
NSat5718,Male,No,No,0,196,7.01,Prepaid,Premium,126,30,Yes,Yes,0
NSat5719,Female,Yes,No,0,327,3.48,Postpaid,Basic,92,9,Yes,No,0
NSat5720,Male,No,No,0,15,6.23,Postpaid,Basic,74,7,No,No,0
NSat5721,Female,No,No,0,319,9.88,Postpaid,Premium,275.8,25,Yes,Yes,0
NSat5722,Female,No,No,0,285,4.13,Prepaid,Premium,126,59,Yes,Yes,0
NSat5723,Male,No,Yes,0,122,6.03,Postpaid,Premium,138.35,42,Yes,Yes,0
NSat5724,Female,Yes,Yes,0,121,6.3,Postpaid,Basic,160,5,No,No,0
NSat5725,Male,Yes,Yes,0,69,6.68,Postpaid,Premium,109.8,60,Yes,Yes,0
NSat5726,Female,No,No,0,63,9.18,Postpaid,Basic,142,3,No,No,0
NSat5727,Male,No,No,0,48,5.06,Postpaid,Basic,100,6,Yes,Yes,1
NSat5728,Female,No,No,0,159,6.34,Postpaid,Basic,92,10,Yes,No,1
NSat5729,Male,No,No,0,113,9.09,Prepaid,Premium,126,35,Yes,Yes,0
NSat5730,Male,No,No,0,171,8.73,Postpaid,Basic,224,2,No,No,1
NSat5731,Female,Yes,No,0,263,3.72,Postpaid,Basic,92,14,Yes,No,1
NSat5732,Male,No,No,0,457,7.95,Prepaid,Premium,126,28,Yes,Yes,0
NSat5733,Female,Yes,Yes,0,233,4.77,Prepaid,Premium,126,20,Yes,Yes,0
NSat5734,Female,No,Yes,0,380,2.56,Prepaid,Premium,126,42,Yes,Yes,0
NSat5735,Female,No,No,1,187,9.92,Prepaid,Premium,126,29,Yes,Yes,0
NSat5736,Female,Yes,No,0,269,7.85,Prepaid,Premium,126,55,Yes,Yes,0
NSat5737,Female,No,No,0,388,3.62,Prepaid,Premium,126,47,Yes,Yes,0
NSat5738,Female,No,No,0,279,5.38,Prepaid,Premium,126,23,Yes,Yes,0
NSat5739,Male,No,No,0,308,1.43,Postpaid,Basic,261,12,No,No,1
NSat5740,Male,No,No,0,89,8.67,Postpaid,Basic,92,10,Yes,No,1
NSat5741,Female,Yes,Yes,0,5,5.21,Postpaid,Basic,56,4,No,No,1
NSat5742,Male,Yes,Yes,0,109,9.6,Postpaid,Premium,148.4,37,Yes,Yes,0
NSat5743,Female,No,No,0,406,3.4,Postpaid,Premium,295.6,25,Yes,Yes,0
NSat5744,Male,No,Yes,0,487,1.26,Prepaid,Premium,126,24,Yes,Yes,0
NSat5745,Male,No,No,0,89,1.49,Postpaid,Basic,86,10,No,No,1
NSat5746,Male,No,No,0,61,2.45,Postpaid,Premium,83.85,46,Yes,Yes,0
NSat5747,Female,Yes,No,0,162,6.74,Postpaid,Basic,197,2,No,No,1
NSat5748,Female,Yes,Yes,0,123,1.72,Postpaid,Basic,100,14,Yes,Yes,1
NSat5749,Male,No,No,0,287,1.1,Postpaid,Premium,212.7,21,Yes,Yes,0
NSat5750,Male,No,No,1,185,9.92,Postpaid,Basic,92,7,Yes,No,1
NSat5751,Female,Yes,No,1,91,8.84,Postpaid,Basic,88,1,No,Yes,1
NSat5752,Male,Yes,No,0,201,8.2,Postpaid,Premium,196.6,9,Yes,Yes,0
NSat5753,Male,No,No,0,287,3.22,Postpaid,Basic,88,8,No,Yes,1
NSat5754,Male,No,No,0,288,4.75,Postpaid,Basic,88,8,No,Yes,1
NSat5755,Male,No,No,0,225,4.22,Postpaid,Premium,191.1,56,Yes,Yes,0
NSat5756,Male,No,No,0,182,9.79,Postpaid,Basic,92,13,Yes,No,1
NSat5757,Male,No,No,0,451,6.22,Postpaid,Premium,336.7,46,Yes,Yes,0
NSat5758,Female,No,No,0,28,1.46,Postpaid,Basic,88,14,No,Yes,1
NSat5759,Female,No,No,0,424,1.71,Postpaid,Premium,297.95,49,Yes,Yes,0
NSat5760,Male,No,No,0,55,9.2,Postpaid,Basic,92,5,Yes,No,1
NSat5761,Male,No,No,0,83,2.12,Postpaid,Basic,88,5,No,No,1
NSat5762,Female,Yes,No,0,49,6.84,Postpaid,Basic,92,10,Yes,No,1
NSat5763,Male,No,No,0,422,4.66,Prepaid,Premium,126,23,Yes,Yes,0
NSat5764,Male,Yes,No,0,167,4.51,Postpaid,Basic,179,5,No,No,1
NSat5765,Female,No,No,0,255,3.67,Postpaid,Basic,92,7,Yes,No,1
NSat5766,Female,No,No,0,319,1.1,Postpaid,Basic,92,10,Yes,No,1
NSat5767,Female,No,No,1,69,8.16,Postpaid,Premium,117.2,47,Yes,Yes,0
NSat5768,Male,Yes,No,0,263,2.18,Postpaid,Basic,100,5,Yes,Yes,1
NSat5769,Female,Yes,No,0,320,7.76,Postpaid,Basic,92,7,Yes,No,1
NSat5770,Female,Yes,Yes,0,119,4,Postpaid,Premium,126.4,29,Yes,Yes,0
NSat5771,Female,Yes,No,0,55,7.22,Postpaid,Basic,116,1,No,No,1
NSat5772,Male,No,No,0,226,2.21,Postpaid,Basic,203,14,No,No,1
NSat5773,Male,Yes,No,0,296,9.78,Postpaid,Premium,261.5,23,Yes,Yes,0
NSat5774,Female,No,No,0,254,5.45,Postpaid,Premium,214.65,52,Yes,Yes,0
NSat5775,Male,Yes,Yes,1,355,1.74,Postpaid,Premium,256.7,43,Yes,Yes,0
NSat5776,Male,No,No,1,116,3.48,Postpaid,Basic,92,4,Yes,No,1
NSat5777,Male,Yes,No,0,186,9.1,Postpaid,Premium,192.1,32,Yes,Yes,0
NSat5778,Female,Yes,Yes,0,92,3.37,Postpaid,Basic,107,9,No,No,1
NSat5779,Male,No,No,0,65,1.95,Prepaid,Premium,126,20,Yes,Yes,0
NSat5780,Male,Yes,Yes,1,96,9.98,Postpaid,Premium,142.5,44,Yes,Yes,0
NSat5781,Male,Yes,Yes,0,73,9.51,Postpaid,Basic,88,2,No,Yes,1
NSat5782,Male,No,No,0,308,9.95,Postpaid,Basic,346,13,No,No,1
NSat5783,Female,No,Yes,0,122,5.64,Postpaid,Premium,136.4,23,Yes,Yes,0
NSat5784,Female,Yes,No,0,275,1.04,Postpaid,Basic,92,6,Yes,No,1
NSat5785,Male,No,No,1,325,5.78,Postpaid,Premium,258.9,53,Yes,Yes,0
NSat5786,Male,Yes,No,1,11,9.07,Postpaid,Basic,92,9,Yes,No,1
NSat5787,Male,Yes,Yes,0,182,4.9,Postpaid,Basic,92,12,Yes,No,1
NSat5788,Female,No,No,0,160,7.85,Postpaid,Basic,88,1,No,Yes,1
NSat5789,Male,Yes,No,0,46,9.8,Postpaid,Basic,88,8,No,Yes,1
NSat5790,Male,No,No,0,316,6.22,Postpaid,Basic,315,1,No,No,1
NSat5791,Male,No,No,0,335,2.76,Postpaid,Basic,296,8,No,No,1
NSat5792,Male,No,No,0,275,8.57,Postpaid,Basic,306,6,No,No,1
NSat5793,Female,No,No,1,65,9.46,Postpaid,Basic,147,11,No,No,1
NSat5794,Female,No,No,0,204,5.55,Postpaid,Basic,219,3,No,No,1
NSat5795,Male,Yes,No,0,304,3.79,Postpaid,Basic,281,7,No,No,1
NSat5796,Male,No,No,0,452,8.33,Postpaid,Premium,347.85,15,Yes,Yes,0
NSat5797,Female,No,No,0,219,2.67,Postpaid,Premium,179.75,35,Yes,Yes,0
NSat5798,Male,Yes,No,0,313,1.73,Postpaid,Premium,231.45,9,Yes,Yes,0
NSat5799,Male,No,No,0,53,5.73,Postpaid,Basic,100,2,Yes,Yes,1
NSat5800,Female,No,No,0,239,8.37,Prepaid,Premium,126,3,Yes,Yes,0
NSat5801,Female,No,Yes,0,369,7.15,Postpaid,Basic,100,13,Yes,Yes,1
NSat5802,Female,No,No,1,18,9.84,Postpaid,Basic,100,4,Yes,Yes,1
NSat5803,Male,No,No,0,483,2.07,Prepaid,Premium,126,31,Yes,Yes,0
NSat5804,Male,Yes,No,0,404,5.03,Postpaid,Premium,302.55,20,Yes,Yes,0
NSat5805,Male,No,No,0,281,4.56,Postpaid,Premium,226.4,25,Yes,Yes,0
NSat5806,Male,No,No,1,479,9.97,Prepaid,Premium,126,16,Yes,Yes,0
NSat5807,Female,No,No,1,380,1.48,Postpaid,Basic,319,2,No,No,1
NSat5808,Male,Yes,No,0,33,1.36,Postpaid,Basic,92,2,Yes,No,1
NSat5809,Female,Yes,Yes,0,178,3.24,Postpaid,Basic,175,10,No,No,1
NSat5810,Male,No,No,0,443,4.85,Prepaid,Premium,126,24,Yes,Yes,0
NSat5811,Male,Yes,Yes,0,115,3.36,Postpaid,Premium,120.8,13,Yes,Yes,0
NSat5812,Male,No,No,0,166,7.74,Postpaid,Basic,88,7,No,Yes,1
NSat5813,Male,No,No,0,291,7.55,Postpaid,Basic,308,9,No,No,1
NSat5814,Male,Yes,Yes,0,337,9.45,Postpaid,Basic,92,5,Yes,No,1
NSat5815,Male,Yes,No,0,197,8.1,Prepaid,Premium,126,13,Yes,Yes,0
NSat5816,Female,No,No,0,146,5.75,Postpaid,Premium,151.35,20,Yes,Yes,0
NSat5817,Male,Yes,Yes,1,367,7.21,Postpaid,Basic,92,10,Yes,No,1
NSat5818,Female,No,No,0,169,1.62,Prepaid,Premium,126,38,Yes,Yes,0
NSat5819,Female,Yes,No,0,364,1.18,Postpaid,Basic,100,10,Yes,Yes,1
NSat5820,Male,No,No,0,443,2.37,Postpaid,Premium,312.65,48,Yes,Yes,0
NSat5821,Male,Yes,No,1,152,6.93,Postpaid,Premium,160.85,12,Yes,Yes,0
NSat5822,Female,No,No,1,375,4.2,Prepaid,Premium,126,52,Yes,Yes,0
NSat5823,Female,Yes,Yes,0,159,2.07,Postpaid,Basic,92,8,Yes,No,1
NSat5824,Male,Yes,No,0,24,3.84,Postpaid,Basic,100,1,Yes,Yes,1
NSat5825,Male,No,No,0,183,1.54,Postpaid,Basic,162,7,No,No,1
NSat5826,Female,Yes,Yes,0,36,7.01,Postpaid,Basic,99,8,No,No,0
NSat5827,Male,Yes,Yes,0,88,4.42,Postpaid,Basic,92,5,Yes,No,0
NSat5828,Female,No,No,0,80,1.43,Prepaid,Premium,126,4,Yes,Yes,0
NSat5829,Female,Yes,No,0,36,5.37,Postpaid,Basic,83,13,No,No,0
NSat5830,Male,Yes,No,1,276,4.62,Prepaid,Premium,126,50,Yes,Yes,0
NSat5831,Male,Yes,No,0,392,6.43,Postpaid,Basic,92,12,Yes,No,0
NSat5832,Male,Yes,No,1,481,6.87,Postpaid,Premium,357.95,45,Yes,Yes,0
NSat5833,Female,Yes,No,0,94,1.77,Postpaid,Basic,100,13,Yes,Yes,0
NSat5834,Male,No,No,0,209,7.35,Postpaid,Basic,92,6,Yes,No,0
NSat5835,Female,Yes,Yes,0,93,3.11,Postpaid,Basic,106,10,No,No,0
NSat5836,Female,Yes,Yes,0,256,5.9,Postpaid,Basic,264,12,No,No,0
NSat5837,Female,Yes,No,0,57,9.83,Prepaid,Premium,126,60,Yes,Yes,0
NSat5838,Female,No,No,0,363,9.66,Postpaid,Basic,88,11,No,Yes,0
NSat5839,Female,No,No,0,489,2.21,Postpaid,Premium,339.45,44,Yes,Yes,0
NSat5840,Female,Yes,Yes,0,496,2.94,Prepaid,Premium,126,20,Yes,Yes,0
NSat5841,Male,Yes,No,1,395,6.31,Postpaid,Basic,92,7,Yes,No,0
NSat5842,Male,Yes,No,1,453,2.73,Postpaid,Premium,320.45,53,Yes,Yes,0
NSat5843,Female,Yes,No,0,139,7.42,Postpaid,Premium,155.5,32,Yes,Yes,0
NSat5844,Male,Yes,No,1,316,6.74,Prepaid,Premium,126,46,Yes,Yes,0
NSat5845,Female,No,No,0,305,2.4,Prepaid,Premium,126,31,Yes,Yes,0
NSat5846,Male,No,No,0,225,6.17,Postpaid,Basic,242,2,No,No,0
NSat5847,Female,Yes,Yes,0,2,7.47,Postpaid,Basic,76,6,No,No,0
NSat5848,Male,No,No,0,395,4.96,Postpaid,Premium,296.8,42,Yes,Yes,0
NSat5849,Female,No,No,0,494,6.4,Prepaid,Premium,126,54,Yes,Yes,0
NSat5850,Female,Yes,No,0,116,7.19,Postpaid,Premium,140.55,46,Yes,Yes,0
NSat5851,Male,Yes,No,0,12,2.03,Postpaid,Basic,88,6,No,Yes,0
NSat5852,Female,Yes,Yes,0,334,5.05,Postpaid,Basic,318,3,No,No,0
NSat5853,Male,No,No,0,450,1.43,Prepaid,Premium,126,47,Yes,Yes,0
NSat5854,Male,No,No,0,470,6.04,Postpaid,Premium,347.2,27,Yes,Yes,0
NSat5855,Female,Yes,No,0,203,9.34,Prepaid,Premium,126,49,Yes,Yes,0
NSat5856,Male,Yes,Yes,0,313,8.83,Postpaid,Premium,266.95,58,Yes,Yes,0
NSat5857,Male,Yes,No,0,179,8.25,Postpaid,Basic,100,6,Yes,Yes,0
NSat5858,Male,No,No,0,44,8.12,Postpaid,Basic,116,13,No,No,0
NSat5859,Male,No,No,0,90,3.72,Postpaid,Basic,88,1,No,Yes,0
NSat5860,Female,No,No,0,196,7.7,Postpaid,Basic,92,3,Yes,No,0
NSat5861,Male,No,Yes,0,91,6.1,Postpaid,Basic,134,13,No,No,0
NSat5862,Female,No,Yes,0,120,4.24,Postpaid,Premium,128.2,31,Yes,Yes,0
NSat5863,Male,Yes,Yes,0,111,4.58,Postpaid,Basic,92,12,Yes,No,0
NSat5864,Male,Yes,No,0,367,7.29,Postpaid,Premium,291.65,52,Yes,Yes,0
NSat5865,Female,No,No,0,56,9.64,Prepaid,Premium,126,48,Yes,Yes,0
NSat5866,Female,No,Yes,0,90,6.35,Prepaid,Premium,126,26,Yes,Yes,1
NSat5867,Female,Yes,Yes,0,253,6.41,Postpaid,Basic,92,11,Yes,No,0
NSat5868,Female,Yes,No,0,260,9.64,Postpaid,Basic,304,3,No,No,0
NSat5869,Female,Yes,Yes,0,252,9.64,Postpaid,Premium,234.4,28,Yes,Yes,1
NSat5870,Male,Yes,No,0,33,3.93,Postpaid,Basic,92,11,Yes,No,0
NSat5871,Female,Yes,No,0,378,5.4,Prepaid,Premium,126,26,Yes,Yes,1
NSat5872,Male,No,No,0,447,4.49,Prepaid,Premium,126,29,Yes,Yes,1
NSat5873,Male,Yes,Yes,0,415,3.79,Prepaid,Premium,126,26,Yes,Yes,1
NSat5874,Female,Yes,Yes,0,59,5.83,Postpaid,Basic,88,11,No,Yes,0
NSat5875,Female,No,No,0,202,2,Postpaid,Premium,166.2,34,Yes,Yes,1
NSat5876,Male,Yes,Yes,1,39,1.88,Postpaid,Basic,100,4,Yes,Yes,0
NSat5877,Male,No,No,0,371,1.48,Postpaid,Premium,265,34,Yes,Yes,1
NSat5878,Female,Yes,Yes,0,83,4.05,Postpaid,Basic,107,8,No,No,0
NSat5879,Male,Yes,Yes,0,361,3.02,Postpaid,Premium,266.7,29,Yes,Yes,1
NSat5880,Male,No,No,0,331,9.56,Prepaid,Premium,126,29,Yes,Yes,1
NSat5881,Male,Yes,Yes,0,408,1.55,Postpaid,Premium,287.55,32,Yes,Yes,1
NSat5882,Male,Yes,No,0,328,1.03,Prepaid,Premium,126,26,Yes,Yes,1
NSat5883,Male,No,No,0,323,4.72,Prepaid,Premium,126,25,Yes,Yes,1
NSat5884,Female,No,No,0,498,3.88,Postpaid,Premium,353.2,32,Yes,Yes,1
NSat5885,Female,Yes,No,0,238,8.57,Prepaid,Premium,126,28,Yes,Yes,1
NSat5886,Female,No,No,0,169,1.37,Postpaid,Basic,92,7,Yes,No,1
NSat5887,Female,Yes,No,1,247,3.9,Postpaid,Basic,92,12,Yes,No,1
NSat5888,Male,No,No,0,344,8.95,Postpaid,Basic,365,6,No,No,1
NSat5889,Female,No,No,0,183,6.51,Postpaid,Premium,177.35,26,Yes,Yes,1
NSat5890,Male,No,No,0,246,1.54,Postpaid,Basic,212,4,No,No,1
NSat5891,Female,Yes,No,0,300,9.5,Prepaid,Premium,126,30,Yes,Yes,1
NSat5892,Male,Yes,No,0,379,9.56,Prepaid,Premium,126,33,Yes,Yes,1
NSat5893,Female,No,No,0,235,6.55,Postpaid,Basic,254,5,No,No,1
NSat5894,Female,No,No,1,128,8.31,Postpaid,Basic,186,1,No,No,1
NSat5895,Female,Yes,No,0,409,8.44,Postpaid,Premium,322.6,25,Yes,Yes,1
NSat5896,Male,Yes,Yes,0,229,9.48,Prepaid,Premium,126,28,Yes,Yes,1
NSat5897,Female,Yes,Yes,0,134,5.5,Postpaid,Basic,162,6,No,No,1
NSat5898,Female,Yes,Yes,0,289,5.37,Postpaid,Basic,100,5,Yes,Yes,1
NSat5899,Female,No,No,0,493,9.61,Postpaid,Premium,378.85,24,Yes,Yes,1
NSat5900,Female,Yes,No,1,195,9.17,Postpaid,Premium,197.85,32,Yes,Yes,1
NSat5901,Female,Yes,Yes,0,312,6.2,Postpaid,Basic,312,1,No,No,1
NSat5902,Male,Yes,No,0,284,4.88,Postpaid,Basic,100,8,Yes,Yes,1
NSat5903,Female,No,No,0,76,9.27,Postpaid,Basic,154,12,No,No,1
NSat5904,Male,No,No,0,315,4.85,Postpaid,Basic,88,11,No,Yes,1
NSat5905,Male,Yes,Yes,0,296,4.03,Postpaid,Premium,232.75,25,Yes,Yes,1
NSat5906,Female,No,No,0,487,2.65,Postpaid,Premium,340.45,25,Yes,Yes,1
NSat5907,Female,Yes,No,0,115,8.22,Postpaid,Premium,145.1,28,Yes,Yes,1
NSat5908,Male,No,No,0,220,9.64,Postpaid,Premium,215.2,28,Yes,Yes,1
NSat5909,Female,Yes,No,1,140,6.3,Postpaid,Basic,100,11,Yes,Yes,1
NSat5910,Male,No,No,0,44,7.14,Postpaid,Basic,107,9,No,No,1
NSat5911,Female,No,No,0,135,7.46,Postpaid,Premium,153.3,34,Yes,Yes,1
NSat5912,Male,No,No,0,264,8.7,Prepaid,Premium,126,27,Yes,Yes,1
NSat5913,Female,Yes,Yes,0,376,4.24,Postpaid,Premium,281.8,34,Yes,Yes,1
NSat5914,Male,Yes,No,0,60,1.38,Prepaid,Premium,126,29,Yes,Yes,1
NSat5915,Male,No,No,0,229,5,Postpaid,Basic,233,9,No,No,1
NSat5916,Female,Yes,No,0,313,3.42,Postpaid,Basic,285,2,No,No,1
NSat5917,Male,Yes,Yes,0,435,4.58,Prepaid,Premium,126,31,Yes,Yes,1
NSat5918,Male,No,No,1,91,3.41,Postpaid,Basic,107,4,No,No,1
NSat5919,Male,Yes,Yes,0,315,6.03,Postpaid,Basic,312,1,No,No,1
NSat5920,Female,No,No,0,13,8.16,Postpaid,Basic,92,13,Yes,No,1
NSat5921,Male,No,No,0,57,4.84,Postpaid,Basic,100,8,Yes,Yes,1
NSat5922,Female,Yes,No,0,339,9.74,Postpaid,Basic,92,12,Yes,No,1
NSat5923,Male,Yes,No,1,348,5.13,Prepaid,Premium,126,34,Yes,Yes,1
NSat5924,Male,No,No,0,324,6.34,Postpaid,Basic,323,13,No,No,1
NSat5925,Female,Yes,Yes,0,183,5.38,Prepaid,Premium,126,33,Yes,Yes,1
NSat5926,Female,Yes,No,0,108,9.22,Postpaid,Premium,145.9,28,Yes,Yes,1
NSat5927,Male,No,No,0,173,7,Postpaid,Premium,173.8,33,Yes,Yes,1
NSat5928,Male,Yes,No,0,153,9.03,Prepaid,Premium,126,30,Yes,Yes,1
NSat5929,Female,Yes,No,0,323,9.28,Postpaid,Basic,351,7,No,No,1
NSat5930,Male,Yes,Yes,0,351,6.28,Postpaid,Basic,344,11,No,No,1
NSat5931,Female,Yes,Yes,0,66,1.45,Prepaid,Premium,126,27,Yes,Yes,1
NSat5932,Female,Yes,No,0,63,3.45,Postpaid,Premium,90.05,24,Yes,Yes,1
NSat5933,Female,No,No,1,73,8.19,Prepaid,Premium,126,31,Yes,Yes,1
NSat5934,Male,No,No,0,369,7.55,Prepaid,Premium,126,32,Yes,Yes,1
NSat5935,Female,No,Yes,0,340,1.09,Postpaid,Basic,88,3,No,Yes,1
NSat5936,Female,Yes,No,0,145,1.15,Postpaid,Premium,127.75,31,Yes,Yes,1
NSat5937,Male,No,No,0,12,2.89,Postpaid,Basic,88,5,No,Yes,1
NSat5938,Female,No,No,0,495,7.74,Prepaid,Premium,126,26,Yes,Yes,1
NSat5939,Female,No,No,0,236,1.79,Postpaid,Premium,185.55,28,Yes,Yes,1
NSat5940,Female,No,Yes,0,72,8.89,Postpaid,Basic,147,9,No,No,1
NSat5941,Male,No,No,0,107,4.14,Prepaid,Premium,126,28,Yes,Yes,1
NSat5942,Male,Yes,Yes,0,419,8.57,Prepaid,Premium,126,34,Yes,Yes,1
NSat5943,Male,No,No,0,371,7.4,Postpaid,Basic,371,11,No,No,1
NSat5944,Male,No,No,1,200,8.21,Postpaid,Premium,196.05,29,Yes,Yes,1
NSat5945,Female,Yes,Yes,0,480,8.88,Postpaid,Premium,367.4,34,Yes,Yes,1
NSat5946,Female,No,No,0,442,9.94,Prepaid,Premium,126,32,Yes,Yes,1
NSat5947,Female,No,No,0,400,1.5,Postpaid,Basic,88,7,No,Yes,1
NSat5948,Female,No,No,0,169,3.54,Prepaid,Premium,126,25,Yes,Yes,1
NSat5949,Female,Yes,Yes,0,199,2.38,Postpaid,Premium,166.3,34,Yes,Yes,1
NSat5950,Female,No,Yes,0,478,4.07,Postpaid,Premium,342.15,28,Yes,Yes,1
NSat5951,Male,No,No,1,194,7.68,Postpaid,Basic,92,7,Yes,No,1
NSat5952,Male,Yes,No,0,413,8.69,Prepaid,Premium,126,31,Yes,Yes,1
NSat5953,Female,No,No,0,316,9.66,Postpaid,Basic,100,13,Yes,Yes,1
NSat5954,Female,No,No,1,59,1.74,Postpaid,Basic,65,2,No,No,1
NSat5955,Male,Yes,No,1,157,9.92,Prepaid,Premium,126,24,Yes,Yes,1
NSat5956,Male,Yes,No,0,158,7.93,Prepaid,Premium,126,26,Yes,Yes,1
NSat5957,Female,Yes,No,0,152,1.81,Postpaid,Basic,92,2,Yes,No,1
NSat5958,Male,Yes,No,0,169,9.36,Postpaid,Premium,183.2,33,Yes,Yes,1
