Listener_ID,Age,Gender,Location,Music_Preferences,Income_Level,Platform,Album_Sales,Streaming_Numbers,Streaming_Platform,Acquisition_Medium
1518,28,Male,Melbourne,Pop,Medium,Instagram,1,9,Spotify,Radio plays
1519,34,Female,London,RnB,Medium,Instagram,0,5,YouTube,Radio plays
1520,43,Male,Melbourne,Alternative,Low,Instagram,1,9,YouTube,Adverts
1521,57,Male,London,Pop,Low,Instagram,0,9,Spotify,Adverts
1522,55,Female,New York,Alternative,Low,Twitter,1,5,Apple Music,Radio plays
1523,27,Others,Sydney,Pop,High,Instagram,1,10,Others,Influencers
1524,53,Male,Sydney,Alternative,Medium,Twitter,1,7,Spotify,Adverts
1525,26,Female,Los Angeles,Hip-Hop,Medium,Instagram,1,9,Spotify,Radio plays
1526,53,Male,Melbourne,Alternative,High,TikTok,0,9,Others,Influencers
1527,43,Female,New York,Hip-Hop,Low,Instagram,1,10,Apple Music,Influencers
1528,50,Female,Sydney,Hip-Hop,High,Instagram,1,8,YouTube,Influencers
1529,52,Others,Melbourne,RnB,Low,Instagram,1,10,YouTube,Radio plays
1530,38,Female,Melbourne,Pop,Medium,Instagram,0,9,Tidal,Organic
1531,45,Female,Los Angeles,Pop,Low,Twitter,1,10,Apple Music,Influencers
1532,61,Female,London,Hip-Hop,High,Instagram,1,6,YouTube,Influencers
1533,46,Male,Lagos,Alternative,Low,Twitter,1,6,Apple Music,Adverts
1534,63,Female,Melbourne,Country,High,TikTok,1,7,Apple Music,Influencers
1535,58,Female,Sydney,Hip-Hop,Low,Twitter,1,7,YouTube,Radio plays
1536,38,Female,Sydney,RnB,High,Instagram,0,10,Tidal,Adverts
1537,46,Female,Melbourne,Pop,Medium,Instagram,1,8,YouTube,Adverts
1538,52,Male,Los Angeles,Pop,Low,Instagram,1,10,Apple Music,Adverts
1539,47,Female,Sydney,Pop,Low,Twitter,1,8,Spotify,Organic
1540,50,Male,Melbourne,Hip-Hop,Medium,Instagram,0,9,YouTube,Influencers
1541,34,Female,Melbourne,Pop,Medium,Instagram,1,9,Apple Music,Radio plays
1542,56,Female,Sydney,Pop,Medium,Instagram,0,7,Apple Music,Influencers
1543,56,Female,Los Angeles,Pop,Low,Instagram,1,7,YouTube,Radio plays
1544,56,Male,Melbourne,Alternative,Medium,Instagram,1,9,Apple Music,Influencers
1545,39,Female,London,Alternative,Low,Twitter,1,9,YouTube,Adverts
1546,45,Male,Sydney,RnB,Low,Twitter,1,6,Apple Music,Adverts
1547,51,Female,Melbourne,Pop,Low,Instagram,1,7,Tidal,Adverts
1548,52,Male,Melbourne,Alternative,Low,Twitter,1,5,Apple Music,Adverts
1549,39,Female,Sydney,RnB,Low,Instagram,1,10,Spotify,Adverts
1550,31,Female,Melbourne,Alternative,Low,Twitter,0,7,YouTube,Adverts
1551,43,Male,Melbourne,Pop,Medium,Twitter,1,6,Spotify,Radio plays
1552,60,Male,New York,RnB,Low,Twitter,1,10,YouTube,Organic
1553,25,Female,London,Pop,Low,Twitter,0,5,Spotify,Influencers
1554,53,Male,Melbourne,RnB,High,Instagram,1,8,Spotify,Radio plays
1555,31,Female,Sydney,Pop,Low,Twitter,1,7,YouTube,Influencers
1556,43,Female,Sydney,Hip-Hop,Low,Instagram,0,7,YouTube,Adverts
1557,41,Female,Melbourne,Country,High,Instagram,1,6,Apple Music,Adverts
1558,27,Female,New York,Country,Low,Twitter,1,8,YouTube,Adverts
1559,29,Male,Sydney,Hip-Hop,High,Instagram,1,5,Others,Adverts
1560,46,Female,London,Alternative,Low,Instagram,0,8,Apple Music,Radio plays
1561,28,Male,New York,Hip-Hop,Low,Instagram,0,10,YouTube,Adverts
1562,50,Female,Los Angeles,Pop,Low,Instagram,1,9,Tidal,Influencers
1563,29,Female,Los Angeles,Alternative,Low,Instagram,1,9,Apple Music,Influencers
1564,38,Female,Melbourne,Country,High,Instagram,1,9,YouTube,Radio plays
1565,63,Male,Melbourne,Pop,Low,Instagram,1,9,YouTube,Adverts
1566,35,Male,Melbourne,Hip-Hop,Medium,Instagram,1,9,YouTube,Adverts
1567,29,Male,New York,Pop,Medium,Instagram,1,7,YouTube,Radio plays
1568,63,Male,Melbourne,RnB,Low,Instagram,1,7,Spotify,Adverts
1569,61,Female,Melbourne,Pop,Medium,TikTok,0,8,Spotify,Radio plays
1570,46,Female,Melbourne,Hip-Hop,Low,Twitter,1,5,YouTube,Radio plays
1571,57,Female,Sydney,Pop,Low,Twitter,0,6,Apple Music,Influencers
1572,40,Female,Sydney,Pop,Low,Instagram,1,9,Apple Music,Influencers
1573,52,Male,Melbourne,Pop,Medium,Twitter,1,9,Spotify,Radio plays
1574,26,Female,New York,Pop,Low,Instagram,0,6,Apple Music,Influencers
1575,32,Male,Los Angeles,Hip-Hop,Low,Instagram,0,10,Others,Influencers
1576,34,Male,Tokyo,Pop,Medium,Twitter,1,9,YouTube,Adverts
1577,50,Female,New York,RnB,Low,Instagram,1,10,YouTube,Influencers
1578,29,Female,Sydney,Hip-Hop,Low,Twitter,1,7,Apple Music,Radio plays
1579,59,Male,New York,Alternative,Medium,Instagram,1,9,YouTube,Radio plays
1580,25,Male,Sydney,Hip-Hop,Low,Instagram,1,7,YouTube,Influencers
1581,60,Male,New York,Alternative,Low,TikTok,0,9,Spotify,Adverts
1582,56,Male,Melbourne,Pop,Low,Twitter,1,7,YouTube,Radio plays
1583,63,Female,Melbourne,Alternative,Low,Instagram,1,9,YouTube,Radio plays
1584,57,Male,Sydney,RnB,Medium,Instagram,1,8,Spotify,Adverts
1585,49,Male,Melbourne,Hip-Hop,Low,Instagram,1,7,Spotify,Radio plays
1586,26,Female,Sydney,Pop,Medium,TikTok,0,8,Others,Organic
1587,31,Male,Sydney,Pop,Low,Twitter,0,10,YouTube,Influencers
1588,41,Male,Los Angeles,Hip-Hop,Low,Instagram,1,9,Spotify,Influencers
1589,34,Male,Sydney,Alternative,Low,Instagram,1,6,Spotify,Influencers
1590,37,Female,New York,RnB,Medium,Twitter,0,6,Spotify,Influencers
1591,39,Female,Melbourne,Alternative,High,Instagram,1,5,Spotify,Radio plays
1592,41,Male,Melbourne,Pop,Medium,Instagram,1,10,Apple Music,Influencers
1593,46,Female,Melbourne,Hip-Hop,Low,Instagram,0,6,Spotify,Influencers
1594,44,Female,Los Angeles,Country,Low,Twitter,1,8,Apple Music,Radio plays
1595,34,Female,Melbourne,RnB,Medium,Twitter,1,8,Others,Influencers
1596,54,Female,London,Pop,Low,Twitter,1,10,Tidal,Adverts
1597,50,Male,London,Hip-Hop,Medium,Twitter,1,10,Apple Music,Adverts
1598,29,Male,Sydney,Pop,Low,Instagram,1,5,YouTube,Radio plays
1599,45,Male,Sydney,RnB,Medium,Instagram,0,8,YouTube,Adverts
1600,38,Male,New York,Hip-Hop,Medium,Instagram,1,8,YouTube,Adverts
1601,27,Male,Melbourne,Pop,High,Twitter,1,9,Apple Music,Adverts
1602,65,Male,Lagos,Hip-Hop,Low,Instagram,1,10,Apple Music,Radio plays
1603,42,Male,Los Angeles,Hip-Hop,Low,Instagram,1,6,Apple Music,Adverts
1604,30,Male,London,Pop,High,TikTok,1,9,Spotify,Adverts
1605,30,Female,Melbourne,Alternative,High,Twitter,1,5,Others,Influencers
1606,29,Male,London,Pop,Low,TikTok,1,10,Apple Music,Organic
1607,47,Male,Melbourne,Alternative,Low,Instagram,0,6,Apple Music,Radio plays
1608,52,Female,Sydney,Hip-Hop,High,Instagram,0,9,Apple Music,Adverts
1609,31,Male,Melbourne,Hip-Hop,High,Instagram,1,9,YouTube,Influencers
1610,25,Female,Sydney,Alternative,Medium,Twitter,1,8,YouTube,Influencers
1611,27,Male,Melbourne,Alternative,Medium,Instagram,1,7,Others,Influencers
1612,48,Male,Melbourne,Hip-Hop,Low,TikTok,1,10,Apple Music,Adverts
1613,25,Male,Melbourne,Alternative,Low,Twitter,1,9,Tidal,Adverts
1614,61,Male,Melbourne,Hip-Hop,Medium,Instagram,1,6,Spotify,Radio plays
1615,57,Male,Los Angeles,Alternative,Low,Twitter,1,10,Apple Music,Adverts
1616,43,Male,Melbourne,Hip-Hop,Low,Twitter,0,8,Others,Adverts
1617,41,Male,Los Angeles,Pop,Low,TikTok,1,10,YouTube,Adverts
1618,28,Male,Melbourne,RnB,Low,Twitter,1,9,Spotify,Adverts
1619,47,Female,London,Alternative,Low,Instagram,1,7,Spotify,Influencers
1620,37,Female,Melbourne,Alternative,Low,Instagram,0,7,Spotify,Adverts
1621,39,Male,Melbourne,Hip-Hop,High,Twitter,1,7,Spotify,Radio plays
1622,33,Female,Los Angeles,Alternative,Low,Instagram,0,10,Apple Music,Influencers
1623,29,Male,Lagos,Alternative,Low,Instagram,1,5,Spotify,Adverts
1624,25,Female,New York,Alternative,Low,Twitter,1,8,YouTube,Influencers
1625,32,Male,New York,Alternative,Low,Twitter,1,5,Spotify,Influencers
1626,50,Female,Sydney,Country,Low,Twitter,1,8,Apple Music,Adverts
1627,61,Male,London,Pop,High,Twitter,1,7,Spotify,Influencers
1628,62,Female,Melbourne,RnB,High,Instagram,1,9,Spotify,Adverts
1629,41,Female,Lagos,Alternative,Low,Instagram,1,5,Spotify,Adverts
1630,49,Female,Melbourne,Pop,Medium,Instagram,1,9,Others,Influencers
1631,40,Male,Melbourne,Alternative,Low,Twitter,0,7,Spotify,Radio plays
1632,57,Male,Sydney,Pop,Low,Instagram,1,5,YouTube,Influencers
1633,25,Male,London,RnB,Medium,Twitter,1,10,YouTube,Organic
1634,44,Male,London,Country,Low,Twitter,1,10,YouTube,Adverts
1635,42,Female,Melbourne,Alternative,Low,Instagram,1,7,Apple Music,Adverts
1636,63,Female,Melbourne,Alternative,Low,Instagram,0,8,Apple Music,Adverts
1637,62,Male,New York,Hip-Hop,Medium,Instagram,1,6,Apple Music,Radio plays
1638,56,Male,New York,Hip-Hop,Low,Twitter,1,9,YouTube,Adverts
1639,36,Female,Melbourne,RnB,Medium,TikTok,1,6,Spotify,Radio plays
1640,29,Female,Sydney,RnB,Low,Twitter,1,9,Tidal,Radio plays
1641,43,Male,Sydney,Hip-Hop,High,Twitter,1,9,Spotify,Adverts
1642,28,Female,London,Hip-Hop,Low,Twitter,1,7,YouTube,Adverts
1643,34,Female,Melbourne,Alternative,High,Instagram,1,10,YouTube,Adverts
1644,27,Others,New York,Hip-Hop,Low,Instagram,1,5,YouTube,Adverts
1645,46,Male,Melbourne,Pop,Low,Twitter,1,8,Apple Music,Organic
1646,56,Male,Melbourne,RnB,Low,Twitter,1,6,Apple Music,Influencers
1647,60,Male,Melbourne,Pop,Medium,Twitter,0,8,Spotify,Influencers
1648,48,Female,Sydney,Alternative,Low,Instagram,0,5,Apple Music,Adverts
1649,29,Male,London,RnB,Low,Instagram,1,7,Apple Music,Radio plays
1650,41,Male,Sydney,Country,Low,Instagram,1,10,YouTube,Organic
1651,30,Female,Los Angeles,Hip-Hop,Medium,Twitter,0,7,YouTube,Adverts
1652,28,Female,Los Angeles,Alternative,Medium,Instagram,1,5,Spotify,Adverts
1653,46,Male,London,Pop,Low,Instagram,0,6,Spotify,Adverts
1654,25,Male,London,Pop,High,Twitter,0,6,Apple Music,Radio plays
1655,56,Female,London,Pop,Low,Instagram,1,6,Spotify,Influencers
1656,47,Male,Melbourne,RnB,Low,Instagram,1,6,YouTube,Influencers
1657,32,Male,Sydney,RnB,Low,Instagram,0,5,Tidal,Adverts
1658,57,Male,New York,Alternative,Medium,Twitter,0,10,Apple Music,Radio plays
1659,31,Male,Sydney,Pop,Low,Instagram,1,9,Spotify,Influencers
1660,64,Female,Melbourne,Alternative,Low,Instagram,1,9,Apple Music,Influencers
1661,31,Female,Melbourne,Hip-Hop,Low,Twitter,1,10,Apple Music,Influencers
1662,54,Male,London,RnB,Low,Instagram,0,7,Apple Music,Adverts
1663,48,Female,Melbourne,Alternative,Medium,Instagram,0,9,Spotify,Influencers
1664,54,Male,Melbourne,Pop,High,Instagram,1,8,YouTube,Radio plays
1665,65,Male,Los Angeles,Hip-Hop,Low,Instagram,1,6,Apple Music,Influencers
1666,44,Others,Sydney,RnB,Low,Instagram,1,7,YouTube,Influencers
1667,44,Male,London,Pop,High,Instagram,1,9,YouTube,Influencers
1668,55,Male,Melbourne,Hip-Hop,Medium,Twitter,1,10,Spotify,Organic
1669,38,Female,Sydney,RnB,Low,Instagram,1,10,YouTube,Organic
1670,53,Others,Melbourne,Pop,Low,Instagram,1,10,Spotify,Adverts
1671,58,Male,Sydney,Country,Medium,Instagram,0,6,YouTube,Adverts
1672,41,Female,Los Angeles,Hip-Hop,Low,Twitter,0,10,Spotify,Organic
1673,64,Male,Melbourne,Hip-Hop,Medium,Twitter,1,7,Others,Adverts
1674,57,Female,Sydney,Pop,Low,Instagram,0,7,Apple Music,Radio plays
1675,56,Female,Lagos,Alternative,Low,Instagram,1,9,YouTube,Adverts
1676,58,Female,London,Alternative,High,Twitter,1,9,Apple Music,Influencers
1677,44,Female,New York,Hip-Hop,High,Instagram,1,7,YouTube,Radio plays
1678,27,Male,Melbourne,Alternative,Low,Instagram,1,5,Tidal,Influencers
1679,54,Male,Melbourne,Country,High,Instagram,1,9,Apple Music,Adverts
1680,41,Male,New York,Country,Medium,Instagram,0,6,Spotify,Radio plays
1681,62,Female,Melbourne,Pop,Low,Twitter,1,6,Apple Music,Adverts
1682,63,Male,Sydney,Alternative,High,Instagram,1,5,YouTube,Adverts
1683,29,Male,Melbourne,Hip-Hop,Low,Twitter,0,5,Spotify,Radio plays
1684,56,Female,Melbourne,Pop,Medium,TikTok,1,7,YouTube,Adverts
1685,27,Female,Sydney,Pop,Medium,Instagram,1,7,YouTube,Adverts
1686,46,Female,New York,Pop,Low,Twitter,1,5,Tidal,Adverts
1687,64,Female,Melbourne,Pop,Low,Instagram,0,8,Spotify,Adverts
1688,41,Male,Melbourne,Hip-Hop,Low,Twitter,1,9,Others,Adverts
1689,61,Female,New York,Pop,Low,Twitter,1,6,Apple Music,Radio plays
1690,28,Female,New York,Pop,High,Instagram,1,10,Spotify,Influencers
1691,52,Male,Melbourne,Pop,Low,TikTok,1,5,Others,Adverts
1692,32,Male,Sydney,Hip-Hop,Medium,Instagram,0,8,YouTube,Adverts
1693,50,Female,Lagos,Pop,High,Twitter,1,8,YouTube,Radio plays
1694,39,Male,Sydney,RnB,Low,Instagram,1,10,Apple Music,Adverts
1695,51,Male,Sydney,Hip-Hop,Low,Twitter,0,9,Apple Music,Adverts
1696,38,Male,Tokyo,RnB,High,Instagram,1,8,Spotify,Radio plays
1697,41,Male,New York,Pop,Low,Instagram,1,5,YouTube,Organic
1698,43,Male,Sydney,Pop,High,TikTok,0,9,Apple Music,Adverts
1699,31,Male,Melbourne,Alternative,Low,Instagram,1,7,YouTube,Influencers
1700,51,Female,Melbourne,Alternative,Low,Twitter,1,6,YouTube,Influencers
1701,30,Male,Los Angeles,Alternative,Medium,Twitter,1,6,YouTube,Adverts
1702,47,Male,Los Angeles,Hip-Hop,Low,Instagram,1,8,Apple Music,Adverts
1703,44,Female,Sydney,Hip-Hop,Low,Instagram,1,7,Spotify,Organic
1704,62,Male,Melbourne,Hip-Hop,Low,Instagram,1,9,YouTube,Organic
1705,55,Female,Sydney,Hip-Hop,High,Instagram,1,6,YouTube,Radio plays
1706,58,Male,Tokyo,Alternative,Medium,Instagram,1,5,YouTube,Influencers
1707,40,Female,Sydney,Pop,Low,Instagram,1,5,Tidal,Influencers
1708,45,Male,Melbourne,Country,Low,Instagram,1,5,Spotify,Adverts
1709,54,Female,Sydney,Alternative,Medium,Instagram,0,9,YouTube,Adverts
1710,57,Male,Melbourne,Country,Low,Instagram,1,10,YouTube,Influencers
1711,25,Female,Los Angeles,Pop,Medium,Twitter,1,8,Spotify,Radio plays
1712,36,Female,Sydney,Pop,Low,TikTok,0,7,YouTube,Radio plays
1713,31,Female,Sydney,Pop,Low,Instagram,0,6,YouTube,Radio plays
1714,48,Female,Sydney,Country,Low,Twitter,0,10,YouTube,Influencers
1715,37,Female,Melbourne,Pop,Low,Twitter,1,5,Apple Music,Radio plays
1716,41,Male,Los Angeles,Hip-Hop,Medium,Twitter,0,10,YouTube,Radio plays
1717,40,Female,Melbourne,RnB,High,TikTok,1,5,YouTube,Adverts
1718,56,Male,Melbourne,Pop,Medium,Instagram,0,10,Spotify,Influencers
1719,42,Male,Melbourne,Alternative,Low,Instagram,1,6,Spotify,Radio plays
1720,55,Female,New York,Hip-Hop,Low,Instagram,0,10,Spotify,Adverts
1721,60,Female,Sydney,Pop,Low,Instagram,0,5,Tidal,Radio plays
1722,25,Female,Melbourne,Pop,High,Twitter,1,10,YouTube,Radio plays
1723,50,Male,Los Angeles,Pop,High,TikTok,1,7,Apple Music,Adverts
1724,33,Male,Melbourne,Pop,Medium,Twitter,1,9,YouTube,Radio plays
1725,29,Male,Melbourne,Country,Low,Instagram,1,10,Apple Music,Adverts
1726,60,Others,New York,Pop,Low,Instagram,0,7,YouTube,Radio plays
1727,43,Female,Melbourne,Pop,Medium,Instagram,1,10,YouTube,Adverts
1728,26,Female,Los Angeles,Pop,Low,Twitter,0,10,Apple Music,Adverts
1729,40,Male,Sydney,Country,Low,Instagram,1,8,Spotify,Adverts
1730,60,Female,Sydney,Hip-Hop,Low,TikTok,1,10,Spotify,Adverts
1731,42,Female,Sydney,Country,Medium,Twitter,1,8,Spotify,Adverts
1732,51,Female,Sydney,Alternative,Low,Instagram,1,9,Apple Music,Adverts
1733,60,Female,Melbourne,RnB,Medium,Twitter,1,6,Apple Music,Adverts
1734,29,Male,Melbourne,Pop,High,Twitter,1,9,Tidal,Radio plays
1735,25,Male,Melbourne,Hip-Hop,Medium,Twitter,1,9,YouTube,Organic
1736,36,Female,Melbourne,Pop,Low,Instagram,0,9,YouTube,Adverts
1737,30,Male,London,Alternative,Low,Instagram,1,6,Spotify,Organic
1738,56,Female,Melbourne,Pop,Low,Instagram,1,7,Spotify,Adverts
1739,50,Female,Sydney,Hip-Hop,High,Instagram,1,7,Spotify,Adverts
1740,44,Female,Melbourne,Pop,High,Instagram,1,7,Spotify,Adverts
1741,42,Female,Melbourne,Hip-Hop,Low,Twitter,1,9,YouTube,Adverts
1742,50,Female,New York,Pop,Medium,Twitter,0,8,Others,Radio plays
1743,32,Female,Melbourne,Pop,Low,Twitter,1,5,YouTube,Adverts
1744,41,Male,Melbourne,Alternative,Low,Instagram,1,7,Spotify,Adverts
1745,46,Others,Melbourne,Hip-Hop,Low,Twitter,1,8,Apple Music,Radio plays
1746,61,Male,Lagos,Country,Medium,TikTok,1,7,Apple Music,Adverts
1747,56,Female,New York,Alternative,Low,Instagram,1,6,Apple Music,Organic
1748,31,Male,Melbourne,Pop,Medium,TikTok,1,7,Apple Music,Adverts
1749,41,Female,Melbourne,Pop,Medium,TikTok,1,6,Spotify,Organic
1750,47,Male,New York,Alternative,High,Twitter,1,5,Tidal,Radio plays
1751,63,Female,Lagos,Alternative,Low,Instagram,1,7,Tidal,Adverts
1752,61,Male,Melbourne,RnB,Low,Instagram,1,5,YouTube,Adverts
1753,34,Female,Melbourne,Pop,Low,Instagram,1,7,YouTube,Influencers
1754,25,Male,London,Pop,High,Instagram,1,9,Apple Music,Adverts
1755,63,Male,Melbourne,Alternative,Low,Instagram,1,9,YouTube,Radio plays
1756,31,Female,New York,Hip-Hop,Low,Instagram,0,7,Apple Music,Organic
1757,36,Female,Melbourne,Pop,Low,Instagram,1,10,Spotify,Radio plays
1758,54,Male,Los Angeles,Hip-Hop,Low,Instagram,1,9,YouTube,Adverts
1759,62,Female,Sydney,Alternative,Low,Instagram,1,8,YouTube,Adverts
1760,57,Male,Melbourne,Pop,Low,Twitter,1,10,Spotify,Adverts
1761,45,Male,Sydney,Alternative,High,Twitter,1,5,YouTube,Adverts
1762,53,Male,Sydney,Hip-Hop,High,Instagram,1,10,YouTube,Organic
1763,51,Male,Melbourne,Alternative,High,Twitter,1,8,Apple Music,Influencers
1764,65,Female,Melbourne,Hip-Hop,Low,Instagram,1,7,Spotify,Organic
1765,50,Male,Melbourne,RnB,Medium,Twitter,1,7,Spotify,Radio plays
1766,48,Male,Tokyo,Alternative,Medium,Twitter,1,5,Apple Music,Influencers
1767,57,Male,Sydney,Alternative,Low,Twitter,1,6,YouTube,Radio plays
1768,50,Male,Sydney,Pop,Low,Instagram,0,6,Spotify,Adverts
1769,53,Male,Melbourne,Country,Medium,Twitter,1,5,Others,Influencers
1770,43,Male,Sydney,Alternative,Medium,Instagram,1,8,YouTube,Organic
1771,45,Male,Los Angeles,RnB,Low,Instagram,1,5,Spotify,Adverts
1772,53,Male,Melbourne,Hip-Hop,High,Instagram,1,9,YouTube,Radio plays
1773,39,Male,New York,Country,Low,Twitter,0,6,Apple Music,Radio plays
1774,51,Female,Lagos,Pop,Low,Twitter,1,7,YouTube,Influencers
1775,64,Female,Melbourne,RnB,Medium,Instagram,0,5,Apple Music,Adverts
1776,56,Female,Los Angeles,Hip-Hop,Low,Twitter,1,9,Apple Music,Adverts
1777,54,Male,Los Angeles,Hip-Hop,Low,TikTok,1,6,Apple Music,Radio plays
1778,55,Male,New York,Pop,Medium,Instagram,0,5,YouTube,Radio plays
1779,31,Male,Melbourne,Hip-Hop,Low,Instagram,1,5,Apple Music,Adverts
1780,34,Female,Melbourne,Pop,Medium,Instagram,0,9,Spotify,Adverts
1781,65,Female,Melbourne,RnB,Low,Twitter,1,10,YouTube,Organic
1782,51,Male,Melbourne,RnB,Low,Instagram,1,7,Spotify,Radio plays
1783,48,Female,Melbourne,Hip-Hop,Medium,Instagram,1,6,YouTube,Adverts
1784,49,Male,Melbourne,Hip-Hop,Medium,Instagram,0,6,Apple Music,Influencers
1785,44,Female,Sydney,Country,Low,Instagram,0,9,Spotify,Radio plays
1786,41,Male,Sydney,Country,Medium,Instagram,1,7,Apple Music,Influencers
1787,44,Female,Melbourne,Country,Medium,Twitter,1,5,Apple Music,Influencers
1788,45,Male,London,Pop,Low,Instagram,1,9,Others,Adverts
1789,26,Male,Melbourne,Pop,Medium,Twitter,1,8,YouTube,Adverts
1790,52,Male,Lagos,Hip-Hop,Medium,Twitter,1,9,YouTube,Influencers
1791,47,Male,Melbourne,Hip-Hop,High,Instagram,1,5,Apple Music,Radio plays
1792,49,Male,Melbourne,Country,Low,TikTok,1,6,Spotify,Radio plays
1793,25,Male,Melbourne,Hip-Hop,Low,TikTok,1,7,Spotify,Radio plays
1794,63,Female,Melbourne,Hip-Hop,Low,Instagram,0,10,Apple Music,Adverts
1795,29,Female,Lagos,Hip-Hop,Low,Twitter,1,5,Spotify,Influencers
1796,42,Male,Melbourne,Pop,Medium,TikTok,1,8,Apple Music,Adverts
1797,41,Female,Melbourne,Pop,Medium,Instagram,0,5,YouTube,Adverts
1798,37,Male,Los Angeles,Hip-Hop,Low,Instagram,1,5,YouTube,Organic
1799,43,Male,New York,Hip-Hop,High,TikTok,1,8,YouTube,Radio plays
1800,65,Male,Sydney,Pop,Medium,Instagram,1,9,Spotify,Influencers
1801,34,Male,Sydney,Hip-Hop,Low,Instagram,0,7,Spotify,Adverts
1802,53,Male,Los Angeles,RnB,Low,Twitter,1,5,Spotify,Radio plays
1803,34,Female,Lagos,Hip-Hop,Low,Twitter,1,9,YouTube,Influencers
1804,56,Male,Lagos,Pop,Medium,Instagram,0,8,Apple Music,Influencers
1805,41,Male,Melbourne,Pop,Medium,Instagram,1,10,YouTube,Radio plays
1806,55,Female,Melbourne,Alternative,Medium,TikTok,1,7,YouTube,Radio plays
1807,26,Female,Melbourne,Hip-Hop,Low,Instagram,1,8,YouTube,Influencers
1808,49,Female,Melbourne,Hip-Hop,High,Instagram,1,9,YouTube,Adverts
1809,29,Others,Tokyo,Pop,Low,Twitter,1,6,Apple Music,Adverts
1810,63,Female,Melbourne,Hip-Hop,Medium,Twitter,0,5,Spotify,Adverts
1811,45,Female,Sydney,Hip-Hop,Medium,Instagram,1,7,YouTube,Radio plays
1812,41,Male,Melbourne,Hip-Hop,Medium,TikTok,0,6,Apple Music,Adverts
1813,54,Female,Lagos,Pop,Low,Instagram,1,6,YouTube,Adverts
1814,46,Male,Melbourne,Alternative,Low,Twitter,0,5,Spotify,Influencers
1815,55,Female,Melbourne,Pop,Low,Instagram,0,7,Apple Music,Influencers
1816,61,Female,New York,Country,High,Twitter,1,7,YouTube,Adverts
1817,46,Male,Sydney,Pop,High,Instagram,1,7,YouTube,Influencers
1818,28,Male,Los Angeles,Alternative,Low,TikTok,0,5,Apple Music,Adverts
1819,27,Female,Sydney,Alternative,Low,Twitter,0,8,Spotify,Influencers
1820,55,Male,Melbourne,Pop,Low,Twitter,0,9,YouTube,Radio plays
1821,56,Male,Sydney,Country,Low,Instagram,1,10,Spotify,Influencers
1822,56,Female,Melbourne,Pop,Low,TikTok,1,5,YouTube,Influencers
1823,52,Female,New York,RnB,Medium,Instagram,1,6,Spotify,Radio plays
1824,40,Female,Melbourne,Country,Medium,Twitter,1,7,Apple Music,Adverts
1825,59,Male,Lagos,Pop,Medium,TikTok,1,7,Spotify,Radio plays
1826,55,Female,Lagos,Alternative,High,Instagram,1,6,YouTube,Adverts
1827,64,Female,Melbourne,Hip-Hop,High,Instagram,1,7,YouTube,Organic
1828,39,Male,Sydney,Pop,Medium,TikTok,1,7,Apple Music,Adverts
1829,27,Female,Los Angeles,RnB,Medium,Instagram,1,9,Others,Influencers
1830,51,Male,Sydney,Hip-Hop,Low,Twitter,1,6,YouTube,Adverts
1831,29,Female,Melbourne,Hip-Hop,Low,Instagram,1,10,YouTube,Influencers
1832,63,Female,Melbourne,Pop,Low,Instagram,1,10,YouTube,Radio plays
1833,32,Female,Melbourne,Pop,Low,Instagram,1,6,Apple Music,Adverts
1834,56,Female,Los Angeles,Pop,Medium,Instagram,0,7,Tidal,Radio plays
1835,55,Male,Sydney,Hip-Hop,Low,Instagram,1,6,Apple Music,Influencers
1836,32,Male,Sydney,Pop,Medium,Instagram,1,10,YouTube,Organic
1837,64,Male,Sydney,Alternative,High,Instagram,0,10,YouTube,Radio plays
1838,50,Male,Melbourne,Alternative,High,Twitter,1,9,YouTube,Influencers
1839,46,Female,Sydney,Pop,Medium,Instagram,1,10,Apple Music,Radio plays
1840,32,Male,Melbourne,Alternative,Medium,Instagram,1,5,Others,Radio plays
1841,60,Female,New York,Hip-Hop,Low,Twitter,1,7,Apple Music,Adverts
1842,45,Male,London,Pop,Low,Twitter,1,8,Spotify,Adverts
1843,50,Female,Los Angeles,Hip-Hop,Low,Twitter,0,10,Apple Music,Radio plays
1844,45,Male,Melbourne,Hip-Hop,Low,Twitter,1,9,Spotify,Influencers
1845,43,Male,Melbourne,Pop,Medium,Instagram,1,8,YouTube,Influencers
1846,27,Male,Los Angeles,Hip-Hop,Low,Instagram,1,6,Spotify,Adverts
1847,55,Female,Sydney,Pop,Medium,Twitter,1,8,Others,Organic
1848,40,Female,Melbourne,Hip-Hop,Low,Twitter,0,5,YouTube,Radio plays
1849,58,Male,Los Angeles,Pop,Low,Instagram,1,6,Apple Music,Adverts
1850,36,Male,Sydney,Hip-Hop,High,Instagram,1,7,Spotify,Influencers
1851,43,Male,Los Angeles,Hip-Hop,Low,Instagram,0,8,YouTube,Adverts
1852,52,Male,New York,Hip-Hop,Low,TikTok,1,10,Apple Music,Radio plays
1853,54,Male,Melbourne,Hip-Hop,Low,Instagram,1,8,Apple Music,Adverts
1854,52,Male,Melbourne,Alternative,High,Instagram,1,7,Spotify,Radio plays
1855,53,Female,Melbourne,Pop,Low,Instagram,1,10,Spotify,Radio plays
1856,25,Male,Los Angeles,Pop,Medium,Instagram,1,9,Apple Music,Adverts
1857,35,Male,Lagos,Pop,Low,Instagram,1,5,Spotify,Adverts
