OrderID,SalesDate,ProductID,CustomerID,PersonnelID,SalesChannel,PaymentMode,StoreID,Quantity,SalesAmount
19537,4/21/2023,4,CM-12115,77,In-store,Mobile Payment,4,4,95200
19538,4/21/2023,171,JC-15340,40,Online,Credit Card,2,5,94995
19539,4/21/2023,200,NP-18685,72,Online,Credit Card,5,2,75000
19540,4/21/2023,45,KW-16570,78,Online,Mobile Payment,4,3,174600
19541,4/21/2023,107,KH-16690,98,In-store,Cash,6,5,79000
19542,4/21/2023,132,GH-14410,72,In-store,Mobile Payment,5,7,50337
19543,4/21/2023,146,JK-15640,40,In-store,Mobile Payment,2,1,36500
19544,4/21/2023,116,JB-16000,59,Online,Credit Card,4,9,88200
19545,4/21/2023,162,DB-13210,43,In-store,Mobile Payment,6,6,225000
19546,4/21/2023,116,DF-13135,86,In-store,Debit Card,5,4,39200
19547,4/21/2023,160,EM-14065,47,In-store,Mobile Payment,5,6,225000
19548,4/21/2023,172,RS-19870,49,In-store,Cash,4,9,179991
19549,4/21/2023,46,FW-14395,8,Online,Credit Card,7,6,349200
19550,4/21/2023,75,KC-16255,31,In-store,Mobile Payment,7,2,128081.7
19551,4/21/2023,66,NF-18595,8,Online,Debit Card,7,1,43910.85
19552,4/21/2023,93,JS-5685,78,In-store,Debit Card,4,1,20578.35
19553,4/21/2023,219,JB-6045,49,Online,Credit Card,4,6,119994
19554,4/21/2023,156,MW-18235,88,Online,Debit Card,6,8,300000
19555,4/21/2023,24,ML-17410,57,In-store,Debit Card,5,1,21800
19556,4/21/2023,29,NR-18550,41,In-store,Cash,4,4,75200
19557,4/21/2023,40,TS-21370,93,In-store,Credit Card,5,8,94400
19558,4/21/2023,144,CC-12220,47,Online,Mobile Payment,5,3,40473
19559,4/21/2023,92,GZ-14545,13,In-store,Cash,6,8,117046.8
19560,4/21/2023,62,CA-1965,82,In-store,Credit Card,4,1,21950.85
19561,4/22/2023,158,CC-2670,47,Online,Cash,5,5,187500
19562,4/22/2023,56,HM-14980,8,Online,Cash,7,9,423900
19563,4/22/2023,97,MW-18235,58,Online,Debit Card,1,9,329317.65
19564,4/22/2023,129,EJ-14155,96,In-store,Credit Card,4,5,112455
19565,4/22/2023,176,ST-20530,50,In-store,Cash,1,1,18999
19566,4/22/2023,32,GT-14635,10,Online,Debit Card,7,1,11800
19567,4/22/2023,86,SW-20755,8,Online,Credit Card,7,4,76823.4
19568,4/22/2023,101,DP-13000,70,Online,Cash,6,4,63200
19569,4/22/2023,101,HG-4845,69,Online,Cash,6,5,79000
19570,4/22/2023,163,BT-11440,43,In-store,Debit Card,6,3,136500
19571,4/22/2023,176,TH-21115,28,Online,Cash,7,8,151992
19572,4/22/2023,210,DB-13660,82,Online,Debit Card,4,4,51996
19573,4/22/2023,160,AB-10165,67,Online,Cash,4,5,187500
19574,4/22/2023,71,MH-17455,47,Online,Debit Card,5,7,224110.95
19575,4/22/2023,158,CM-12385,17,Online,Debit Card,1,3,112500
19576,4/22/2023,204,AS-10225,87,In-store,Mobile Payment,4,4,79996
19577,4/22/2023,90,JM-5265,42,In-store,Cash,7,3,76832.55
19578,4/22/2023,214,SC-20260,97,In-store,Cash,5,4,51996
19579,4/22/2023,48,KB-16315,26,Online,Mobile Payment,3,6,512400
19580,4/22/2023,193,AM-10705,95,Online,Mobile Payment,6,3,112500
19581,4/22/2023,98,GT-14635,5,Online,Debit Card,6,2,54881.7
19582,4/22/2023,37,BP-11155,2,Online,Mobile Payment,3,5,59000
19583,4/22/2023,190,GZ-14470,98,Online,Cash,6,1,37500
19584,4/22/2023,112,SC-20800,76,Online,Credit Card,1,1,13800
19585,4/22/2023,102,BF-11170,32,Online,Mobile Payment,3,4,63200
19586,4/22/2023,37,AZ-750,75,In-store,Credit Card,2,5,59000
19587,4/22/2023,159,FO-4305,51,Online,Credit Card,4,1,37500
19588,4/22/2023,210,KW-16570,26,In-store,Debit Card,3,9,116991
19589,4/22/2023,143,MZ-17515,88,Online,Debit Card,6,8,287928
19590,4/22/2023,119,NG-18355,84,Online,Credit Card,6,9,115200
19591,4/22/2023,186,NC-18625,30,In-store,Debit Card,4,1,47500
19592,4/22/2023,79,KC-16255,93,Online,Cash,5,4,219563.4
19593,4/22/2023,133,MF-18250,10,In-store,Mobile Payment,7,6,70146
19594,4/22/2023,153,AG-10675,16,Online,Debit Card,2,7,262500
19595,4/22/2023,164,JM-6195,11,In-store,Mobile Payment,3,1,18999
19596,4/22/2023,219,ND-8370,98,Online,Credit Card,6,3,59997
19597,4/22/2023,73,EH-13945,70,Online,Mobile Payment,6,2,109781.7
19598,4/22/2023,162,NM-18445,8,Online,Debit Card,7,7,262500
19599,4/22/2023,33,TB-21175,81,Online,Debit Card,4,6,82800
19600,4/22/2023,220,SD-20485,25,Online,Cash,7,4,79996
19601,4/22/2023,77,GT-14710,78,Online,Mobile Payment,4,4,109763.4
19602,4/22/2023,42,EJ-14155,56,Online,Credit Card,7,5,254000
19603,4/22/2023,141,AM-10705,41,Online,Debit Card,4,6,161946
19604,4/22/2023,77,BF-1170,24,In-store,Mobile Payment,5,6,164645.1
19605,4/22/2023,159,GZ-4470,15,Online,Mobile Payment,5,2,75000
19606,4/22/2023,157,BS-11380,77,In-store,Debit Card,4,4,150000
19607,4/22/2023,213,PJ-19015,99,Online,Credit Card,4,4,51996
19608,4/22/2023,18,LB-16795,43,In-store,Debit Card,6,5,109000
19609,4/22/2023,16,RL-19615,56,Online,Cash,7,4,79200
19610,4/22/2023,205,LS-6975,28,Online,Debit Card,7,2,55000
19611,4/22/2023,61,TS-11340,8,Online,Mobile Payment,7,4,87803.4
19612,4/22/2023,119,SC-20260,47,Online,Cash,5,2,25600
19613,4/22/2023,30,CR-12625,51,In-store,Cash,4,6,130800
19614,4/22/2023,45,KN-16390,50,Online,Debit Card,1,9,523800
19615,4/22/2023,187,AG-10270,86,In-store,Credit Card,5,9,337500
19616,4/22/2023,37,LA-6780,78,Online,Mobile Payment,4,3,35400
19617,4/22/2023,95,TB-21250,23,In-store,Cash,4,7,96010.95
19618,4/22/2023,100,JW-15220,14,Online,Credit Card,5,6,192095.1
19619,4/22/2023,18,JC-15340,85,Online,Mobile Payment,2,4,87200
19620,4/22/2023,38,DN-13690,73,Online,Debit Card,2,6,70800
19621,4/22/2023,202,XP-21865,53,Online,Cash,5,3,112500
19622,4/22/2023,216,LR-16915,40,In-store,Credit Card,2,4,79996
19623,4/22/2023,11,CD-11920,45,In-store,Cash,4,5,84000
19624,4/22/2023,121,BV-11245,8,Online,Credit Card,7,5,59000
19625,4/22/2023,160,RM-19675,30,In-store,Credit Card,4,5,187500
19626,4/22/2023,202,IL-5100,75,In-store,Cash,2,6,225000
19627,4/22/2023,37,HF-14995,41,In-store,Mobile Payment,4,8,94400
19628,4/22/2023,139,NH-18610,13,Online,Cash,6,9,80919
19629,4/22/2023,189,DG-13300,66,In-store,Debit Card,2,4,150000
19630,4/22/2023,209,SC-20230,27,Online,Mobile Payment,4,8,103992
19631,4/22/2023,45,KE-16420,29,In-store,Mobile Payment,4,6,349200
19632,4/22/2023,60,CS-2355,91,Online,Cash,5,3,131732.55
19633,4/22/2023,196,BM-11140,61,In-store,Cash,5,6,225000
19634,4/22/2023,35,PO-18865,11,Online,Debit Card,3,3,32400
19635,4/22/2023,98,GH-14425,26,Online,Mobile Payment,3,4,109763.4
19636,4/22/2023,25,AA-10645,36,Online,Credit Card,4,3,56400
19637,4/22/2023,185,AG-10390,58,Online,Debit Card,1,4,150000
19638,4/22/2023,208,BT-11485,50,Online,Cash,1,5,64995
19639,4/22/2023,111,PL-18925,47,Online,Mobile Payment,5,8,158400
19640,4/22/2023,34,RD-19585,67,In-store,Cash,4,1,12800
19641,4/22/2023,170,GM-14455,49,Online,Debit Card,4,7,132993
19642,4/22/2023,123,VP-21760,75,Online,Debit Card,2,6,53946
19643,4/22/2023,102,CM-2655,66,Online,Mobile Payment,2,2,31600
19644,4/22/2023,149,JG-15805,40,In-store,Credit Card,2,4,138000
19645,4/22/2023,147,JL-15505,67,Online,Credit Card,4,8,276000
19646,4/22/2023,121,HW-14935,21,Online,Mobile Payment,2,1,11800
19647,4/22/2023,123,SG-20605,42,In-store,Debit Card,7,1,8991
19648,4/22/2023,56,AT-10735,2,Online,Mobile Payment,3,4,188400
19649,4/22/2023,170,LC-17140,56,Online,Credit Card,7,6,113994
19650,4/22/2023,172,MC-8100,50,In-store,Mobile Payment,1,2,39998
19651,4/22/2023,129,RK-9300,61,In-store,Cash,5,5,112455
19652,4/22/2023,174,KB-16315,8,In-store,Credit Card,7,9,179991
19653,4/22/2023,123,JW-15220,8,Online,Debit Card,7,3,26973
19654,4/22/2023,198,RD-19660,31,In-store,Cash,7,6,225000
19655,4/22/2023,96,DA-13450,80,In-store,Debit Card,4,5,91454.25
19656,4/22/2023,59,SO-20335,5,Online,Debit Card,6,7,153655.95
19657,4/22/2023,31,JB-16045,98,In-store,Credit Card,6,3,65400
19658,4/22/2023,77,RP-19270,30,In-store,Cash,4,4,109763.4
19659,4/22/2023,184,RS-19870,42,In-store,Credit Card,7,2,75000
19660,4/22/2023,21,JA-15970,13,Online,Debit Card,6,1,25800
19661,4/22/2023,50,LB-6795,8,Online,Credit Card,7,8,683200
19662,4/22/2023,170,EJ-4155,61,In-store,Cash,5,4,75996
19663,4/22/2023,216,DK-2895,14,In-store,Cash,5,8,159992
19664,4/22/2023,60,RH-9555,5,In-store,Debit Card,6,3,131732.55
19665,4/22/2023,3,RB-19465,16,In-store,Cash,2,7,124600
19666,4/22/2023,8,TS-21085,96,Online,Debit Card,4,5,74000
19667,4/22/2023,72,CM-12235,74,In-store,Mobile Payment,6,2,109781.7
19668,4/22/2023,204,JG-15115,36,Online,Debit Card,4,5,99995
19669,4/22/2023,37,DA-13450,8,Online,Cash,7,9,106200
19670,4/22/2023,63,LC-16930,94,In-store,Cash,4,9,230497.65
19671,4/22/2023,136,JS-16030,42,Online,Mobile Payment,7,8,215928
19672,4/22/2023,94,NG-18355,43,Online,Cash,6,3,134477.55
19673,4/22/2023,214,TW-21025,14,Online,Credit Card,5,9,116991
19674,4/22/2023,86,BT-1395,82,Online,Debit Card,4,8,153646.8
19675,4/22/2023,82,NS-18505,46,Online,Mobile Payment,3,2,64031.7
19676,4/22/2023,209,LW-16825,42,In-store,Mobile Payment,7,6,77994
19677,4/22/2023,16,SS-20410,42,In-store,Mobile Payment,7,5,99000
19678,4/22/2023,139,CB-12535,67,In-store,Mobile Payment,4,8,71928
19679,4/22/2023,156,IL-15100,31,In-store,Credit Card,7,3,112500
19680,4/22/2023,37,HP-14815,78,In-store,Credit Card,4,9,106200
19681,4/22/2023,104,DL-13315,63,In-store,Credit Card,7,1,13800
19682,4/22/2023,176,AW-10840,70,In-store,Debit Card,6,7,132993
19683,4/22/2023,56,TZ-21580,78,Online,Credit Card,4,5,235500
19684,4/22/2023,114,DM-12955,62,Online,Cash,2,9,106200
19685,4/22/2023,23,MO-17500,58,Online,Mobile Payment,1,4,87200
19686,4/22/2023,141,AF-10885,2,In-store,Credit Card,3,4,107964
19687,4/22/2023,50,MM-18280,50,In-store,Mobile Payment,1,1,85400
19688,4/22/2023,94,RD-19720,53,Online,Mobile Payment,5,7,313780.95
19689,4/22/2023,120,BW-11110,52,In-store,Cash,4,4,39200
19690,4/22/2023,164,JF-15190,22,In-store,Cash,2,7,132993
19691,4/22/2023,179,LC-16870,63,In-store,Credit Card,7,4,75996
19692,4/22/2023,35,AF-870,37,Online,Debit Card,4,8,86400
19693,4/22/2023,117,EM-4095,10,In-store,Debit Card,7,2,23600
19694,4/22/2023,222,RS-19420,47,Online,Cash,5,8,196000
19695,4/22/2023,88,BT-11440,50,Online,Cash,1,8,204886.8
19696,4/22/2023,46,BD-1320,72,Online,Debit Card,5,8,465600
19697,4/22/2023,147,CC-2610,96,In-store,Credit Card,4,4,138000
19698,4/22/2023,204,CC-12100,47,In-store,Debit Card,5,7,139993
19699,4/22/2023,114,JB-16000,76,Online,Debit Card,1,6,70800
19700,4/22/2023,193,EM-14140,19,Online,Credit Card,5,6,225000
19701,4/22/2023,200,SV-20935,86,In-store,Debit Card,5,8,300000
19702,4/22/2023,106,WB-21850,74,In-store,Debit Card,6,9,178200
19703,4/22/2023,196,MS-7830,90,In-store,Debit Card,3,1,37500
19704,4/22/2023,49,JD-6015,96,In-store,Mobile Payment,4,3,112800
19705,4/22/2023,170,SC-10770,98,Online,Cash,6,6,113994
19706,4/22/2023,211,LT-16765,49,Online,Debit Card,4,6,77994
19707,4/22/2023,95,KE-16420,11,In-store,Cash,3,7,96010.95
19708,4/22/2023,117,TH-21100,41,Online,Cash,4,1,11800
19709,4/22/2023,89,NC-18415,67,Online,Cash,4,2,58541.7
19710,4/22/2023,195,GR-4560,44,In-store,Credit Card,3,5,212500
19711,4/22/2023,141,JC-16105,69,Online,Mobile Payment,6,7,188937
19712,4/22/2023,212,DO-13645,74,Online,Mobile Payment,6,3,38997
19713,4/22/2023,93,MY-17380,25,In-store,Cash,7,4,82313.4
19714,4/22/2023,204,LP-17080,89,Online,Mobile Payment,4,4,79996
19715,4/22/2023,41,DS-13030,95,Online,Credit Card,6,1,12800
19716,4/22/2023,179,JE-15610,43,In-store,Mobile Payment,6,4,75996
19717,4/22/2023,100,JP-5460,25,Online,Credit Card,7,9,288142.65
19718,4/22/2023,204,MT-17815,36,In-store,Debit Card,4,1,19999
19719,4/22/2023,100,BD-11500,10,In-store,Cash,7,2,64031.7
19720,4/22/2023,175,MS-17530,8,In-store,Cash,7,1,19999
19721,4/22/2023,220,JO-15145,10,In-store,Credit Card,7,4,79996
19722,4/22/2023,48,BN-11470,8,In-store,Credit Card,7,4,341600
19723,4/22/2023,123,DW-3480,27,Online,Credit Card,4,4,35964
19724,4/22/2023,118,TM-11490,47,In-store,Mobile Payment,5,2,25600
19725,4/22/2023,149,PA-9060,42,In-store,Mobile Payment,7,5,172500
19726,4/22/2023,108,BH-11710,16,Online,Debit Card,2,8,126400
19727,4/22/2023,94,KD-16270,68,Online,Debit Card,6,8,358606.8
19728,4/22/2023,139,RK-19300,20,Online,Debit Card,7,8,71928
19729,4/22/2023,20,MF-18250,67,In-store,Cash,4,6,124800
19730,4/22/2023,79,SF-10065,57,Online,Mobile Payment,5,2,109781.7
19731,4/22/2023,37,DK-2895,70,Online,Cash,6,2,23600
19732,4/22/2023,96,DC-12850,95,In-store,Cash,6,5,91454.25
19733,4/22/2023,117,JE-15745,96,Online,Cash,4,2,23600
19734,4/22/2023,131,JM-15655,58,In-store,Cash,1,4,89964
19735,4/22/2023,9,BP-11185,71,In-store,Credit Card,2,1,12800
19736,4/22/2023,195,AF-10885,88,Online,Credit Card,6,5,212500
19737,4/22/2023,212,DP-13165,96,Online,Debit Card,4,5,64995
19738,4/22/2023,71,CS-12175,37,Online,Debit Card,4,5,160079.25
19739,4/22/2023,177,CA-11965,43,Online,Debit Card,6,1,18999
19740,4/22/2023,123,RH-19555,15,In-store,Debit Card,5,8,71928
19741,4/22/2023,103,RC-19960,21,Online,Debit Card,2,7,54600
19742,4/22/2023,147,JF-15565,51,In-store,Credit Card,4,3,103500
19743,4/22/2023,19,ZD-21925,2,Online,Debit Card,3,9,232200
19744,4/22/2023,96,VP-21760,32,In-store,Debit Card,3,2,36581.7
19745,4/22/2023,131,FC-4335,78,Online,Debit Card,4,6,134946
19746,4/22/2023,174,PC-9000,62,In-store,Credit Card,2,6,119994
19747,4/22/2023,173,EM-13810,26,Online,Debit Card,3,7,132993
19748,4/22/2023,206,BM-11785,50,In-store,Cash,1,2,49000
19749,4/22/2023,33,IM-15070,58,Online,Credit Card,1,9,124200
19750,4/22/2023,2,NF-18385,44,Online,Cash,3,3,50400
19751,4/22/2023,160,HM-14860,84,In-store,Mobile Payment,6,1,37500
19752,4/22/2023,162,LH-17155,99,Online,Mobile Payment,4,5,187500
19753,4/22/2023,182,TB-21595,91,Online,Debit Card,5,4,75996
19754,4/22/2023,70,RA-19885,59,Online,Cash,4,9,197557.65
19755,4/22/2023,44,BT-1395,30,Online,Credit Card,4,7,326200
19756,4/22/2023,85,ND-8460,82,In-store,Mobile Payment,4,6,175625.1
19757,4/22/2023,125,SM-20005,42,Online,Credit Card,7,4,107964
19758,4/22/2023,125,MS-17365,97,In-store,Mobile Payment,5,1,26991
19759,4/22/2023,39,RS-19420,74,Online,Mobile Payment,6,3,32400
19760,4/22/2023,219,SC-20380,43,Online,Mobile Payment,6,5,99995
19761,4/22/2023,137,EM-13825,6,In-store,Cash,3,8,93528
19762,4/22/2023,30,DP-13000,64,Online,Credit Card,3,3,65400
19763,4/22/2023,109,IM-5055,89,In-store,Mobile Payment,4,3,38400
19764,4/22/2023,84,MH-7440,50,Online,Credit Card,1,4,58523.4
19765,4/22/2023,158,TG-11640,61,Online,Cash,5,7,262500
19766,4/22/2023,93,BK-11260,28,In-store,Mobile Payment,7,9,185205.15
19767,4/22/2023,103,CS-12175,100,In-store,Cash,4,7,54600
19768,4/22/2023,165,JB-15925,62,Online,Credit Card,2,7,132993
19769,4/22/2023,150,MH-18025,81,In-store,Mobile Payment,4,2,69000
19770,4/22/2023,167,AA-10645,51,Online,Debit Card,4,2,39998
19771,4/22/2023,222,QJ-19255,14,Online,Debit Card,5,2,49000
19772,4/22/2023,12,SP-20620,91,Online,Cash,5,6,82800
19773,4/22/2023,30,JP-16135,2,In-store,Credit Card,3,7,152600
19774,4/22/2023,99,BW-11110,81,Online,Cash,4,4,146363.4
19775,4/22/2023,163,SC-20095,71,Online,Cash,2,9,409500
19776,4/22/2023,111,BD-11560,64,Online,Cash,3,4,79200
19777,4/22/2023,204,GD-4590,36,In-store,Cash,4,6,119994
19778,4/22/2023,175,RB-9465,91,Online,Cash,5,7,139993
19779,4/22/2023,140,ML-18265,42,In-store,Mobile Payment,7,9,80919
19780,4/22/2023,69,TG-21310,46,Online,Mobile Payment,3,4,102443.4
19781,4/22/2023,131,CP-12085,93,In-store,Debit Card,5,3,67473
19782,4/22/2023,2,EM-14095,82,Online,Cash,4,9,151200
19783,4/22/2023,196,SS-20590,47,Online,Cash,5,1,37500
19784,4/22/2023,100,LP-17080,40,In-store,Credit Card,2,8,256126.8
19785,4/22/2023,194,TA-21385,10,In-store,Mobile Payment,7,7,209993
19786,4/22/2023,18,SJ-20215,70,Online,Credit Card,6,4,87200
19787,4/22/2023,183,DG-3300,69,In-store,Debit Card,6,8,151992
19788,4/22/2023,84,CK-2205,49,Online,Mobile Payment,4,4,58523.4
19789,4/22/2023,34,CD-11980,35,Online,Cash,3,1,12800
19790,4/22/2023,149,CM-11935,2,In-store,Mobile Payment,3,5,172500
19791,4/22/2023,36,GT-14710,100,In-store,Mobile Payment,4,4,47200
19792,4/22/2023,105,NF-18385,70,Online,Debit Card,6,1,13800
19793,4/22/2023,136,CR-12730,37,In-store,Credit Card,4,9,242919
19794,4/22/2023,109,JB-15400,56,In-store,Mobile Payment,7,2,25600
19795,4/22/2023,134,PV-18985,6,Online,Credit Card,3,2,23382
19796,4/22/2023,30,AF-10885,75,Online,Mobile Payment,2,7,152600
19797,4/22/2023,197,KH-16360,82,In-store,Mobile Payment,4,9,337500
19798,4/22/2023,74,MG-17680,93,In-store,Debit Card,5,3,137222.55
19799,4/22/2023,137,DJ-13510,90,In-store,Mobile Payment,3,2,23382
19800,4/22/2023,202,LH-17020,48,In-store,Credit Card,7,3,112500
19801,4/22/2023,101,SF-20965,49,Online,Cash,4,4,63200
19802,4/22/2023,134,CY-12745,62,In-store,Mobile Payment,2,1,11691
19803,4/22/2023,160,MW-18220,39,Online,Debit Card,6,9,337500
19804,4/22/2023,195,AC-10615,49,In-store,Cash,4,6,255000
19805,4/22/2023,126,DC-3285,77,In-store,Debit Card,4,5,35955
19806,4/22/2023,210,MH-8115,93,Online,Debit Card,5,1,12999
19807,4/22/2023,148,DW-13585,96,Online,Mobile Payment,4,2,69000
19808,4/22/2023,86,BD-11500,52,In-store,Mobile Payment,4,4,76823.4
19809,4/22/2023,206,JR-16210,8,In-store,Cash,7,6,147000
19810,4/22/2023,205,RD-19585,95,Online,Debit Card,6,4,110000
19811,4/22/2023,34,PB-19150,77,Online,Cash,4,4,51200
19812,4/22/2023,196,VM-21685,99,In-store,Debit Card,4,6,225000
19813,4/22/2023,114,DB-13405,13,In-store,Debit Card,6,3,35400
19814,4/22/2023,130,JJ-15445,59,In-store,Credit Card,4,2,35982
19815,4/22/2023,66,VM-21685,30,Online,Credit Card,4,4,175643.4
19816,4/22/2023,120,DK-13375,95,Online,Credit Card,6,8,78400
19817,4/22/2023,22,HK-14890,57,Online,Debit Card,5,1,25800
19818,4/22/2023,218,DB-12910,86,In-store,Credit Card,5,4,79996
19819,4/22/2023,145,LS-17245,83,Online,Debit Card,3,8,71928
19820,4/22/2023,171,MR-17545,61,In-store,Mobile Payment,5,1,18999
19821,4/22/2023,183,RA-19915,51,Online,Credit Card,4,3,56997
19822,4/22/2023,84,DK-13225,98,Online,Credit Card,6,6,87785.1
19823,4/22/2023,98,NK-18490,75,In-store,Mobile Payment,2,8,219526.8
19824,4/22/2023,11,BS-1665,99,Online,Debit Card,4,5,84000
19825,4/22/2023,158,AW-930,41,Online,Credit Card,4,9,337500
19826,4/22/2023,27,SJ-10125,50,Online,Debit Card,1,4,75200
19827,4/22/2023,84,ME-18010,30,Online,Cash,4,1,14630.85
19828,4/22/2023,23,JK-15730,15,In-store,Debit Card,5,2,43600
19829,4/22/2023,38,EH-13945,98,Online,Credit Card,6,1,11800
19830,4/22/2023,80,AP-10915,96,Online,Cash,4,5,137204.25
19831,4/22/2023,42,SV-20365,34,In-store,Debit Card,5,5,254000
19832,4/22/2023,217,JG-5115,22,In-store,Debit Card,2,5,99995
19833,4/22/2023,197,CA-2055,21,In-store,Cash,2,4,150000
19834,4/22/2023,154,JK-15625,41,In-store,Cash,4,1,37500
19835,4/22/2023,144,TS-21340,53,In-store,Mobile Payment,5,5,67455
19836,4/22/2023,17,JK-16120,49,In-store,Mobile Payment,4,5,109000
19837,4/22/2023,207,CM-12160,81,Online,Credit Card,4,4,51996
19838,4/22/2023,33,MG-17695,41,In-store,Mobile Payment,4,5,69000
19839,4/22/2023,116,SN-20710,5,In-store,Cash,6,7,68600
19840,4/22/2023,171,EM-14200,98,Online,Credit Card,6,3,56997
19841,4/22/2023,213,AB-10105,23,Online,Debit Card,4,7,90993
19842,4/22/2023,85,HG-15025,11,In-store,Mobile Payment,3,4,117083.4
19843,4/22/2023,61,TS-21205,42,Online,Credit Card,7,3,65852.55
19844,4/22/2023,143,BP-1095,74,In-store,Cash,6,2,71982
19845,4/22/2023,210,CC-2685,18,In-store,Mobile Payment,5,2,25998
19846,4/22/2023,66,CA-11965,11,Online,Credit Card,3,1,43910.85
19847,4/22/2023,82,JC-15385,19,In-store,Mobile Payment,5,5,160079.25
19848,4/22/2023,73,PA-19060,5,Online,Mobile Payment,6,8,439126.8
19849,4/22/2023,217,ZD-21925,90,In-store,Credit Card,3,8,159992
19850,4/22/2023,171,JR-16210,22,Online,Mobile Payment,2,3,56997
19851,4/22/2023,111,NS-18505,94,In-store,Cash,4,6,118800
19852,4/22/2023,192,MS-17980,80,Online,Cash,4,6,225000
19853,4/22/2023,179,EH-13945,39,Online,Cash,6,3,56997
19854,4/22/2023,125,NC-18415,66,In-store,Debit Card,2,7,188937
19855,4/22/2023,203,PS-18760,16,In-store,Credit Card,2,5,187500
19856,4/22/2023,145,ME-17320,72,Online,Mobile Payment,5,1,8991
19857,4/22/2023,134,EB-13750,72,Online,Credit Card,5,8,93528
19858,4/22/2023,164,DK-12985,10,Online,Cash,7,8,151992
19859,4/22/2023,64,CS-2460,58,Online,Mobile Payment,1,1,25610.85
19860,4/22/2023,172,TS-21160,75,Online,Debit Card,2,5,99995
19861,4/22/2023,219,HD-14785,53,Online,Credit Card,5,7,139993
19862,4/22/2023,144,SC-20095,19,Online,Mobile Payment,5,5,67455
19863,4/22/2023,67,RS-19765,6,In-store,Credit Card,3,2,73181.7
19864,4/22/2023,61,MH-17440,58,In-store,Mobile Payment,1,4,87803.4
19865,4/22/2023,186,CH-12070,81,Online,Mobile Payment,4,8,380000
19866,4/22/2023,117,BB-11545,17,In-store,Cash,1,4,47200
19867,4/22/2023,204,SC-20695,11,In-store,Cash,3,6,119994
19868,4/22/2023,210,WB-21850,94,Online,Debit Card,4,7,90993
19869,4/22/2023,59,PS-19045,70,In-store,Debit Card,6,4,87803.4
19870,4/23/2023,152,MY-17380,50,In-store,Mobile Payment,1,9,337500
19871,4/23/2023,11,MS-17365,73,In-store,Credit Card,2,1,16800
19872,4/23/2023,56,PK-19075,62,Online,Debit Card,2,3,141300
19873,4/23/2023,47,LR-17035,37,In-store,Debit Card,4,2,75200
19874,4/23/2023,62,MW-8235,43,In-store,Cash,6,7,153655.95
19875,4/23/2023,152,MZ-7335,88,Online,Mobile Payment,6,2,75000
19876,4/23/2023,127,AF-870,67,Online,Cash,4,1,7191
19877,4/23/2023,162,LD-6855,48,In-store,Credit Card,7,9,337500
19878,4/23/2023,166,RA-19945,16,Online,Cash,2,8,151992
19879,4/23/2023,177,KC-16675,58,Online,Mobile Payment,1,1,18999
19880,4/23/2023,203,AR-10570,28,Online,Cash,7,4,150000
19881,4/23/2023,207,TP-21565,57,Online,Credit Card,5,5,64995
19882,4/23/2023,104,AP-10720,47,Online,Cash,5,7,96600
19883,4/23/2023,92,ZC-21910,42,In-store,Mobile Payment,7,4,58523.4
19884,4/23/2023,82,FM-14380,43,In-store,Cash,6,5,160079.25
19885,4/23/2023,82,CD-1980,50,In-store,Mobile Payment,1,8,256126.8
19886,4/23/2023,132,PB-19150,62,Online,Credit Card,2,7,50337
19887,4/23/2023,13,MC-17635,86,In-store,Debit Card,5,1,14800
19888,4/23/2023,33,AA-10645,63,Online,Credit Card,7,4,55200
19889,4/23/2023,216,JB-16000,96,Online,Credit Card,4,3,59997
19890,4/23/2023,41,GA-14725,98,In-store,Mobile Payment,6,1,12800
19891,4/23/2023,62,MC-17425,75,In-store,Cash,2,8,175606.8
19892,4/23/2023,132,TB-21520,13,In-store,Credit Card,6,5,35955
19893,4/23/2023,118,PR-18880,61,In-store,Credit Card,5,4,51200
19894,4/23/2023,144,MZ-17335,19,Online,Debit Card,5,7,94437
19895,4/23/2023,111,PF-19120,2,Online,Mobile Payment,3,3,59400
19896,4/23/2023,68,BD-11725,64,Online,Credit Card,3,8,409846.8
19897,4/23/2023,10,BS-11380,91,In-store,Debit Card,5,4,67200
19898,4/23/2023,4,TB-21400,61,In-store,Credit Card,5,4,95200
19899,4/23/2023,14,JH-16180,81,In-store,Cash,4,6,94800
19900,4/23/2023,49,CL-12565,79,Online,Debit Card,5,3,112800
19901,4/23/2023,210,YS-21880,50,Online,Cash,1,1,12999
19902,4/23/2023,211,AC-10615,22,Online,Debit Card,2,5,64995
19903,4/23/2023,147,VP-21760,80,Online,Credit Card,4,3,103500
19904,4/23/2023,195,SW-20245,8,In-store,Credit Card,7,7,297500
19905,4/23/2023,93,AO-10810,87,In-store,Mobile Payment,4,8,164626.8
19906,4/23/2023,19,GT-14710,25,In-store,Debit Card,7,4,103200
19907,4/23/2023,17,RH-19555,21,In-store,Cash,2,6,130800
19908,4/23/2023,65,JM-16195,26,Online,Debit Card,3,9,395197.65
19909,4/23/2023,216,GH-4425,19,Online,Credit Card,5,6,119994
19910,4/23/2023,193,AH-195,8,In-store,Mobile Payment,7,8,300000
19911,4/23/2023,23,JD-15790,14,In-store,Cash,5,9,196200
19912,4/23/2023,88,JC-15385,75,Online,Debit Card,2,1,25610.85
19913,4/23/2023,15,CB-12535,15,In-store,Cash,5,5,74000
19914,4/23/2023,207,BD-11770,95,Online,Cash,6,1,12999
